periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
11/2024;qtd_aprovada;"500450 ITAPORA";3890;41;-;-;-;95;109;-;-;-;-;-;68;-;-;-;7664;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11917
11/2024;qtd_aprovada;"500460 ITAQUIRAI";-;26;-;2804;-;87;44;-;-;-;-;-;4;-;12;-;3193;-;-;-;-;-;-;42;-;-;5;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2182;8407
11/2024;qtd_aprovada;"500470 IVINHEMA";5441;92;49;5776;-;754;103;-;-;-;-;-;236;-;-;31;16877;130;-;-;-;2;-;47;-;-;53;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29594
11/2024;qtd_aprovada;"500480 JAPORA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;16
11/2024;qtd_aprovada;"500490 JARAGUARI";2565;29;17;2737;-;-;-;-;-;-;-;-;-;-;1;353;4517;23;-;-;-;-;211;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10475
11/2024;qtd_aprovada;"500500 JARDIM";14354;13480;48;4579;-;582;316;45;-;-;-;-;104;-;-;149;6641;836;56;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;41221
11/2024;qtd_aprovada;"500510 JATEI";3297;-;57;794;-;13;-;-;-;-;-;-;-;-;-;259;2482;-;-;-;-;-;102;137;-;-;2;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7150
11/2024;qtd_aprovada;"500515 JUTI";1493;21;-;1395;-;258;110;-;-;-;-;-;16;-;-;112;6120;190;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9715
11/2024;qtd_aprovada;"500520 LADARIO";-;-;-;6951;-;70;186;-;-;-;-;-;-;-;-;-;655;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7862
11/2024;qtd_aprovada;"500525 LAGUNA CARAPA";-;73;6;2171;-;-;-;-;-;-;-;-;-;-;-;1;1400;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3658
11/2024;qtd_aprovada;"500540 MARACAJU";40;747;1312;21135;-;1234;877;395;-;-;72;-;437;-;-;382;18748;3338;20;-;-;-;67;20;-;-;231;-;1;3;-;-;-;-;-;-;-;-;17;-;89;-;-;-;-;-;-;-;-;33;-;-;-;49198
11/2024;qtd_aprovada;"500560 MIRANDA";7502;26;471;6731;-;425;649;-;-;-;-;-;134;-;-;250;11603;537;-;-;-;-;1072;-;-;-;70;-;1;-;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29575
11/2024;qtd_aprovada;"500568 MUNDO NOVO";134;66;-;1174;-;126;-;-;-;-;-;-;23;-;-;-;3292;203;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;5040
11/2024;qtd_aprovada;"500570 NAVIRAI";4469;86;22;19424;1369;2017;416;584;-;-;27;-;456;-;-;777;27097;1054;37;-;-;-;-;-;-;-;11;-;3;14;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;57913
11/2024;qtd_aprovada;"500580 NIOAQUE";1446;17;58;1393;-;-;148;-;-;-;-;-;21;-;-;3;3580;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6679
11/2024;qtd_aprovada;"500600 NOVA ALVORADA DO SUL";31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115;111;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;257
11/2024;qtd_aprovada;"500620 NOVA ANDRADINA";599;640;63;9485;-;3162;784;-;-;-;-;-;392;-;-;87;21777;992;2;-;-;-;633;8;-;-;231;-;6;-;-;-;-;22;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;31;-;-;-;39026
11/2024;qtd_aprovada;"500625 NOVO HORIZONTE DO SUL";-;7;-;352;-;32;21;-;-;-;-;-;12;-;-;-;1472;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1910
11/2024;qtd_aprovada;"500627 PARAISO DAS AGUAS";3348;-;66;-;-;112;11;28;-;-;-;-;121;-;-;294;7673;305;-;-;-;-;216;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;-;441;12722
11/2024;qtd_aprovada;"500630 PARANAIBA";29976;36;174;10059;-;1985;234;353;42;-;74;-;724;-;-;607;133966;-;6;-;939;-;1450;37;-;-;122;-;2;-;-;-;11;-;-;-;-;-;441;-;-;11;-;-;-;-;-;-;-;20;11;-;-;181280
11/2024;qtd_aprovada;"500635 PARANHOS";412;14;-;1499;-;-;59;-;-;-;-;-;2;-;-;121;4414;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6527
11/2024;qtd_aprovada;"500640 PEDRO GOMES";1746;624;-;1540;-;67;109;-;-;-;-;-;26;-;-;8;1693;56;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5886
11/2024;qtd_aprovada;"500660 PONTA PORA";1169;229;70;4912;-;1186;804;412;204;-;204;-;1668;4;-;483;22786;691;6;-;1457;2;934;2;-;-;70;-;33;81;-;-;-;-;-;-;-;-;251;12;-;9;-;-;-;-;-;-;-;60;47;-;-;37786
11/2024;qtd_aprovada;"500690 PORTO MURTINHO";2250;118;-;3342;-;265;134;-;-;-;-;-;-;-;-;35;2710;291;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9169
11/2024;qtd_aprovada;"500710 RIBAS DO RIO PARDO";2827;21;10;2526;-;312;433;-;-;-;-;-;273;-;-;368;25045;724;2;-;-;-;378;56;-;-;68;-;1;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;116;-;-;-;33198
11/2024;qtd_aprovada;"500720 RIO BRILHANTE";3738;42;-;7463;-;1460;531;-;-;-;-;-;339;-;-;1114;23671;1391;1;-;-;-;148;320;-;-;1;-;-;16;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;24;-;-;-;40283
11/2024;qtd_aprovada;"500730 RIO NEGRO";627;300;25;373;-;57;-;-;-;-;-;-;13;-;-;-;1067;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;2507
11/2024;qtd_aprovada;"500740 RIO VERDE DE MATO GROSSO";11427;35;296;7535;-;730;419;-;-;-;-;-;177;5;-;786;12806;205;-;-;-;-;208;3;-;-;398;-;8;-;-;6;-;-;-;-;-;-;130;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35174
11/2024;qtd_aprovada;"500750 ROCHEDO";1645;40;-;-;-;-;15;-;-;-;-;-;-;-;-;86;4739;-;-;-;-;-;96;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6649
11/2024;qtd_aprovada;"500755 SANTA RITA DO PARDO";1689;-;22;1;-;414;208;-;-;-;-;-;122;-;-;283;13752;229;-;-;-;-;47;30;-;-;24;-;-;233;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17106
11/2024;qtd_aprovada;"500769 SAO GABRIEL DO OESTE";843;306;43;12481;-;1159;553;-;-;-;-;-;623;-;-;48;20923;1205;57;-;-;-;-;-;-;-;67;-;7;3;-;-;3;1;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;30;-;-;-;38415
11/2024;qtd_aprovada;"500770 SETE QUEDAS";19;-;-;4708;-;565;357;-;-;-;-;-;88;-;-;-;9910;792;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16442
11/2024;qtd_aprovada;"500780 SELVIRIA";3828;-;14;1283;-;49;55;-;-;-;-;-;36;-;-;302;4659;191;10;-;-;-;601;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;36;-;2;-;-;-;-;-;-;-;-;-;-;-;-;11070
11/2024;qtd_aprovada;"500790 SIDROLANDIA";2181;43;-;2376;-;1214;47;-;-;-;-;-;154;-;-;558;23977;443;7;-;-;-;237;5;-;-;22;-;1;-;-;-;-;-;-;-;-;1;68;-;-;-;-;-;-;-;-;-;-;47;-;-;-;31381
11/2024;qtd_aprovada;"500793 SONORA";13607;197;408;2549;-;3;194;-;-;-;-;-;3;-;-;205;11666;2;-;-;-;-;441;54;-;-;42;-;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;17;-;-;-;29475
11/2024;qtd_aprovada;"500795 TACURU";737;-;-;873;-;84;200;-;-;-;-;-;3;-;-;122;1135;102;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;3287
11/2024;qtd_aprovada;"500797 TAQUARUSSU";122;7;1;152;-;-;24;-;-;-;-;-;2;-;-;64;2185;-;-;-;-;-;-;-;-;-;28;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2586
11/2024;qtd_aprovada;"500800 TERENOS";2061;36;-;9170;-;603;294;-;-;-;-;-;113;-;-;364;7482;787;-;-;-;-;76;173;-;-;19;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;18;-;-;-;21203
11/2024;qtd_aprovada;"500830 TRES LAGOAS";425;67;148;66934;1914;3382;872;1095;261;110;155;8;668;488;1;2817;61657;1842;49;300;1168;975;730;41;-;-;92;-;12;16;-;-;9;2;-;-;1;-;68;-;-;24;-;-;-;-;-;-;-;9;50;-;-;146390
11/2024;qtd_aprovada;"500840 VICENTINA";-;14;-;1938;-;-;191;-;-;-;-;-;37;-;-;-;1774;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3963
11/2024;qtd_aprovada;" MUNICIPIO IGNORADO - MT";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2024;qtd_aprovada;"510010 ACORIZAL";-;-;3;1020;-;-;-;-;-;-;-;-;-;-;-;-;-;275;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1298
11/2024;qtd_aprovada;"510020 AGUA BOA";1;84;1550;10028;-;1418;475;398;6;-;-;-;477;283;-;305;6730;3655;53;-;-;348;-;1;-;-;24;-;2;-;-;-;4;1;-;-;-;-;59;-;16;-;-;-;-;-;-;-;-;56;-;-;6964;32938
11/2024;qtd_aprovada;"510025 ALTA FLORESTA";9391;210;60;24076;-;1719;695;296;137;-;4;-;327;714;-;379;23881;1158;23;-;-;474;2;75;-;-;142;-;-;6;-;-;14;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;211;-;-;3325;67328
11/2024;qtd_aprovada;"510030 ALTO ARAGUAIA";2242;91;-;3890;-;469;79;-;-;-;24;-;39;-;6;168;10248;320;6;-;-;-;59;-;-;-;28;-;6;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;27;-;-;1116;18842
11/2024;qtd_aprovada;"510035 ALTO BOA VISTA";-;35;-;921;-;-;22;-;-;-;-;-;59;-;19;-;74;244;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1616;3067
11/2024;qtd_aprovada;"510040 ALTO GARCAS";10658;25;63;2921;-;50;-;-;-;-;-;-;107;-;1;321;11705;375;-;-;-;-;90;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;52;26399
11/2024;qtd_aprovada;"510050 ALTO PARAGUAI";5552;83;139;2123;-;70;-;-;-;-;-;-;40;-;-;641;9761;8;-;-;-;-;255;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18747
11/2024;qtd_aprovada;"510060 ALTO TAQUARI";-;38;73;-;108;291;-;-;-;-;-;-;62;-;-;2;122;-;7;-;-;-;-;-;-;-;15;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2523;3242
11/2024;qtd_aprovada;"510080 APIACAS";4752;782;5;2558;-;337;46;2;3;-;-;-;170;-;10;275;41038;-;-;-;-;-;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;19;-;-;5378;55474
11/2024;qtd_aprovada;"510100 ARAGUAIANA";-;6;232;1633;-;-;-;-;-;-;-;-;-;-;-;145;1977;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4009
11/2024;qtd_aprovada;"510120 ARAGUAINHA";159;68;5;-;-;-;-;-;-;-;-;-;-;-;-;23;1059;122;-;-;-;-;14;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1460
11/2024;qtd_aprovada;"510125 ARAPUTANGA";2051;114;-;1518;-;140;65;11;21;-;23;2;186;-;-;124;3460;91;-;-;-;-;-;144;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6060;14037
11/2024;qtd_aprovada;"510130 ARENAPOLIS";418;33;-;2252;329;1116;28;-;1;-;-;-;107;-;-;1158;14690;287;12;-;-;-;-;-;-;-;294;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2406;23177
11/2024;qtd_aprovada;"510140 ARIPUANA";2565;222;2;1789;-;1285;266;-;-;-;-;-;79;-;-;81;18244;589;351;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5040;30518
11/2024;qtd_aprovada;"510160 BARAO DE MELGACO";1;94;-;-;-;-;-;-;-;-;-;-;1;-;-;43;2051;157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2347
11/2024;qtd_aprovada;"510170 BARRA DO BUGRES";-;-;1520;24371;-;725;361;-;-;-;-;-;204;156;-;499;23722;315;9;-;-;129;18;93;-;-;198;-;4;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;6496;58833
11/2024;qtd_aprovada;"510180 BARRA DO GARCAS";9955;274;-;5654;590;2440;366;763;-;-;-;-;57;311;3;891;35231;785;19;-;1926;679;-;-;-;-;28;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;27;6;-;8891;68902
11/2024;qtd_aprovada;"510183 BOA ESPERANCA DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
11/2024;qtd_aprovada;"510185 BOM JESUS DO ARAGUAIA";-;34;-;2174;-;27;-;-;-;-;-;-;-;-;1;50;1424;405;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1428;5578
11/2024;qtd_aprovada;"510190 BRASNORTE";1308;92;-;9176;-;872;452;-;18;-;-;-;49;-;-;384;6053;68;4;-;-;-;-;30;-;-;10;-;-;14;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7002;25533
11/2024;qtd_aprovada;"510250 CACERES";-;-;535;27995;60;1135;206;1245;-;-;3;-;218;899;-;60;8564;-;-;-;2751;956;-;117;-;-;216;-;-;-;-;-;4;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;39;-;-;45032
11/2024;qtd_aprovada;"510260 CAMPINAPOLIS";-;97;-;4445;-;223;133;-;-;-;-;-;-;-;-;-;90;409;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9792;15189
11/2024;qtd_aprovada;"510263 CAMPO NOVO DO PARECIS";4152;142;432;11971;52;1069;641;701;15;-;12;-;244;-;4;1535;29338;592;-;-;-;5;142;39;-;-;412;-;39;-;-;-;3;-;-;-;-;-;-;-;159;-;-;-;-;-;-;-;-;-;-;-;1863;53562
11/2024;qtd_aprovada;"510267 CAMPO VERDE";1261;126;1018;24586;-;2367;1078;384;128;-;1;1;660;19;40;4149;28123;1268;73;-;-;16;-;-;-;-;352;-;2;98;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;48;-;-;8286;74134
11/2024;qtd_aprovada;"510268 CAMPOS DE JULIO";2145;17;49;4764;-;143;7;6;22;-;15;-;10;-;-;296;6270;356;-;-;-;-;66;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5883;20053
11/2024;qtd_aprovada;"510269 CANABRAVA DO NORTE";121;34;-;1165;-;7;-;8;-;-;-;-;-;8;-;34;1578;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;706;3742
11/2024;qtd_aprovada;"510270 CANARANA";116;-;6;-;-;833;-;-;-;-;-;-;36;22;-;8;8026;298;-;-;-;10;-;-;-;-;17;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9373
11/2024;qtd_aprovada;"510279 CARLINDA";-;56;37;2505;-;3;195;1;20;-;5;-;-;-;-;2;282;391;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3497
11/2024;qtd_aprovada;"510285 CASTANHEIRA";4;8;611;1752;-;158;47;-;-;-;-;-;100;-;18;454;4370;232;-;-;-;-;-;-;-;-;107;-;22;-;-;-;-;-;-;-;-;20;-;2;-;-;-;-;-;-;-;-;-;-;-;-;120;8025
11/2024;qtd_aprovada;"510300 CHAPADA DOS GUIMARAES";652;-;-;14211;-;425;188;19;8;-;-;-;177;-;-;193;13906;466;-;-;-;-;-;-;-;-;18;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1399;31665
11/2024;qtd_aprovada;"510305 CLAUDIA";115;44;3;6075;2;248;161;26;9;2;3;-;51;-;-;77;2800;989;3;-;-;-;-;143;-;-;28;-;2;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;18;-;-;4494;15301
11/2024;qtd_aprovada;"510310 COCALINHO";1670;25;325;1663;-;170;117;-;-;-;-;-;10;-;-;242;11628;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15962
11/2024;qtd_aprovada;"510320 COLIDER";25019;517;137;16895;-;1548;116;586;-;1;-;-;269;620;6;907;28708;287;11;-;-;430;1663;-;-;-;220;-;3;-;-;-;2;-;-;-;-;-;83;-;38;-;-;-;-;-;-;-;-;77;-;-;8270;86413
11/2024;qtd_aprovada;"510325 COLNIZA";4433;77;82;7020;-;159;208;-;-;-;-;-;-;-;-;659;176075;105;20;-;-;-;176;-;-;-;106;-;1;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;11672;200827
11/2024;qtd_aprovada;"510330 COMODORO";-;105;1;2974;-;320;202;-;-;-;-;-;181;-;-;-;7183;423;-;-;-;-;-;-;-;-;1065;-;-;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;12249;24759
11/2024;qtd_aprovada;"510335 CONFRESA";882;-;5;3325;-;364;367;219;-;-;-;-;81;-;-;780;22746;753;65;-;-;1;-;313;-;-;4;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29907
11/2024;qtd_aprovada;"510336 CONQUISTA D'OESTE";-;-;2;2541;-;156;-;-;-;-;1;-;10;-;-;76;1704;188;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3642;8330
11/2024;qtd_aprovada;"510337 COTRIGUACU";377;73;7;927;-;115;131;-;-;-;-;-;26;-;-;80;2662;96;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6575;11075
11/2024;qtd_aprovada;"510340 CUIABA";4566;2269;27086;468741;15579;14335;1844;4238;183;423;497;24;16731;22068;3069;10705;380268;11796;835;1423;8970;6374;7631;2961;-;-;979;-;104;1638;2;-;-;3;-;-;-;-;1392;-;440;58;366;81;133;35;200;-;1519451;3430;74;-;2350;2543352
11/2024;qtd_aprovada;"510343 CURVELANDIA";-;22;-;333;-;-;-;-;-;-;-;-;-;-;-;-;-;288;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;643
11/2024;qtd_aprovada;"510345 DENISE";1250;9;1;1479;-;797;-;-;-;-;-;-;-;-;-;1865;23299;352;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1587;30656
11/2024;qtd_aprovada;"510350 DIAMANTINO";1123;99;232;7953;376;1014;217;96;-;-;1;-;123;-;7;1107;19060;327;1;-;-;22;132;1;-;-;17;-;1;80;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4816;36806
11/2024;qtd_aprovada;"510360 DOM AQUINO";1;23;-;2232;-;86;-;-;-;-;-;-;54;-;-;306;173;190;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;217;3282
11/2024;qtd_aprovada;"510370 FELIZ NATAL";642;106;-;2719;-;1;100;12;5;3;-;-;47;-;-;500;7635;379;-;-;-;-;-;-;-;-;11;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2558;14719
11/2024;qtd_aprovada;"510380 FIGUEIROPOLIS D'OESTE";252;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56;1268;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1765
11/2024;qtd_aprovada;"510385 GAUCHA DO NORTE";4408;27;24;795;-;-;-;-;-;-;-;-;-;-;5;454;7382;411;-;-;-;-;157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13695
11/2024;qtd_aprovada;"510390 GENERAL CARNEIRO";-;-;-;1285;-;-;-;-;-;-;-;-;20;-;-;-;844;217;-;-;-;-;-;-;-;-;18;-;4;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2390
11/2024;qtd_aprovada;"510395 GLORIA D'OESTE";-;10;-;1458;-;-;14;-;18;-;18;-;20;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1591
11/2024;qtd_aprovada;"510410 GUARANTA DO NORTE";19195;9743;240;8329;-;1232;578;-;-;-;-;-;288;-;53;1612;33030;2846;8;-;-;43;2627;18;-;-;402;-;17;1;3;-;1;1;-;-;-;-;294;1;100;-;-;-;-;-;-;-;-;25;-;-;11414;92101
11/2024;qtd_aprovada;"510420 GUIRATINGA";4774;-;36;9;-;-;-;-;-;-;-;-;-;-;4;386;4203;-;-;-;-;-;83;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9522
