periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
05/2024;qtd_aprovada;"353130 MONTE ALTO";5884;695;145;26742;16;1604;547;339;46;12;77;-;1647;-;-;2403;70573;1419;16;-;-;2;1059;-;-;191;-;33;29;-;-;-;-;-;-;-;4;264;-;-;-;-;-;-;-;-;-;-;35;-;-;-;113782
05/2024;qtd_aprovada;"353140 MONTE APRAZIVEL";-;60;1566;152;-;941;485;-;-;-;-;-;175;-;-;-;10778;1444;2;-;-;-;-;-;-;36;-;3;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15645
05/2024;qtd_aprovada;"353150 MONTE AZUL PAULISTA";168;2595;606;11981;-;905;217;-;-;-;-;-;1277;-;-;26;27657;2051;1;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47507
05/2024;qtd_aprovada;"353160 MONTE CASTELO";4187;-;1709;6;-;-;-;-;-;-;-;-;5;-;-;358;8450;171;-;-;-;-;115;-;-;10;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15056
05/2024;qtd_aprovada;"353170 MONTEIRO LOBATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4752;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1220;5972
05/2024;qtd_aprovada;"353180 MONTE MOR";1688;68;-;26677;-;2598;348;-;-;-;1;-;787;-;44;1099;61599;840;76;-;-;7;239;-;-;100;-;-;-;-;-;-;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;190;-;-;-;96476
05/2024;qtd_aprovada;"353190 MORRO AGUDO";8294;3509;617;13970;12;1424;448;40;-;-;56;-;476;1;-;399;37536;537;7;-;-;-;1852;130;-;76;-;13;-;-;-;-;33;-;-;2;-;267;-;-;-;-;-;-;-;-;-;-;126;-;-;-;69825
05/2024;qtd_aprovada;"353200 MORUNGABA";916;-;10;13298;-;592;387;-;-;-;-;-;30;-;-;646;28594;1003;-;-;-;-;309;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;442;46263
05/2024;qtd_aprovada;"353205 MOTUCA";1045;-;175;-;-;-;-;-;-;-;-;-;-;-;-;184;4473;-;-;-;-;-;187;-;-;2;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;20;-;-;-;6099
05/2024;qtd_aprovada;"353210 MURUTINGA DO SUL";1064;11;27;1820;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1088;4011
05/2024;qtd_aprovada;"353215 NANTES";-;12;-;4;-;-;29;-;-;-;-;-;-;-;-;4;91;136;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;293
05/2024;qtd_aprovada;"353220 NARANDIBA";1358;7;91;3299;-;-;-;-;-;-;-;-;33;-;-;419;2911;381;-;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1218;9722
05/2024;qtd_aprovada;"353230 NATIVIDADE DA SERRA";142;6;-;-;-;-;-;-;-;-;-;-;-;-;-;94;1697;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1975
05/2024;qtd_aprovada;"353240 NAZARE PAULISTA";-;1004;4;3222;-;1162;-;-;-;-;-;-;141;-;-;550;20025;152;-;-;-;-;-;-;-;77;-;-;-;-;1;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;-;26370
05/2024;qtd_aprovada;"353250 NEVES PAULISTA";273;61;86;1040;-;2;-;-;-;-;-;-;23;-;-;69;5949;432;-;-;-;-;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;805;8941
05/2024;qtd_aprovada;"353260 NHANDEARA";-;28;-;1260;-;691;271;-;-;-;-;-;191;-;-;26;10301;406;19;-;-;-;92;-;-;7;-;11;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;-;-;955;14306
05/2024;qtd_aprovada;"353270 NIPOA";4179;19;2054;-;-;-;34;-;-;-;-;-;-;-;-;283;7169;184;-;-;-;-;211;-;-;15;-;-;-;-;-;-;-;-;-;-;-;32;-;-;-;-;-;-;-;-;-;-;28;-;-;1708;15916
05/2024;qtd_aprovada;"353280 NOVA ALIANCA";291;45;103;36;-;10;77;-;-;-;-;-;135;-;-;157;4391;213;-;-;-;-;59;7;-;9;-;42;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;17;-;-;150;5780
05/2024;qtd_aprovada;"353282 NOVA CAMPINA";9264;19;523;26;-;-;-;-;-;-;-;-;-;-;-;1456;9485;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20773
05/2024;qtd_aprovada;"353284 NOVA CANAA PAULISTA";2142;6;404;-;-;15;-;-;-;-;-;-;8;-;-;134;2976;760;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;1993;8518
05/2024;qtd_aprovada;"353286 NOVA CASTILHO";-;-;-;1655;-;-;-;-;-;-;-;-;-;-;-;-;146;46;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1980;3906
05/2024;qtd_aprovada;"353290 NOVA EUROPA";454;-;-;1132;-;383;59;-;-;-;-;-;100;-;-;655;6800;429;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;790;10870
05/2024;qtd_aprovada;"353300 NOVA GRANADA";2182;21;8;630;-;707;89;-;-;-;-;-;401;-;-;426;25621;370;13;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30540
05/2024;qtd_aprovada;"353310 NOVA GUATAPORANGA";264;-;16;-;-;-;-;-;-;-;-;-;-;-;-;37;1535;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1852
05/2024;qtd_aprovada;"353320 NOVA INDEPENDENCIA";-;21;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36
05/2024;qtd_aprovada;"353325 NOVAIS";3863;-;300;-;-;-;-;-;-;-;-;-;3;-;-;273;8836;319;-;-;-;-;72;-;-;2;-;3;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;806;14480
05/2024;qtd_aprovada;"353330 NOVA LUZITANIA";1830;5;1;1;-;11;-;-;-;-;-;-;-;-;-;167;4957;-;-;-;-;-;187;-;-;7;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;15;-;-;-;7183
05/2024;qtd_aprovada;"353340 NOVA ODESSA";1476;56;2679;30239;66;3231;1406;-;-;-;242;-;1152;-;-;3051;83099;1273;2;-;-;-;831;38;-;126;-;-;-;-;-;-;2;-;-;-;-;157;-;-;-;-;-;-;-;-;-;-;12;-;-;-;129138
05/2024;qtd_aprovada;"353350 NOVO HORIZONTE";8644;316;2375;14283;38;1595;823;238;-;-;64;-;458;-;-;1281;68806;682;2;-;-;-;1565;1;-;82;-;3;-;-;-;13;3;-;-;-;-;286;-;-;54;-;-;-;-;-;-;-;37;-;-;2243;103892
05/2024;qtd_aprovada;"353360 NUPORANGA";29;43;-;-;-;57;-;-;-;-;-;-;2;-;-;88;8622;37;-;-;-;-;74;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8953
05/2024;qtd_aprovada;"353370 OCAUCU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"353380 OLEO";-;67;-;1825;-;-;51;-;-;-;-;-;10;-;-;-;111;355;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2419
05/2024;qtd_aprovada;"353390 OLIMPIA";146767;421;5992;45225;363;2107;162;367;17;-;53;-;888;-;-;4429;49544;926;-;-;555;-;1564;102;-;127;-;3;-;-;-;-;3;-;-;-;-;217;1;-;54;2;-;-;-;-;-;-;19;-;-;4664;264572
05/2024;qtd_aprovada;"353400 ONDA VERDE";10;15;1658;-;-;-;-;-;-;-;-;-;33;-;-;174;9702;-;-;-;-;-;102;-;-;3;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11703
05/2024;qtd_aprovada;"353410 ORIENTE";206;4547;9;-;-;-;52;-;-;-;-;-;13;-;-;137;3852;334;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;9170
05/2024;qtd_aprovada;"353420 ORINDIUVA";-;10;-;2688;-;172;124;-;-;-;-;-;-;-;-;70;1807;188;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;5486;10573
05/2024;qtd_aprovada;"353430 ORLANDIA";234;-;7;-;6;1527;-;35;-;-;-;-;90;-;-;660;19913;685;39;-;-;-;474;-;-;128;-;4;3;-;-;-;15;-;-;-;-;137;-;-;-;-;-;-;-;-;-;-;38;-;-;-;23995
05/2024;qtd_aprovada;"353440 OSASCO";121030;1143;65205;471442;2222;29651;9839;2707;1169;-;637;16;9164;59;-;32947;734237;2607;20;-;4965;37;18171;289;-;1869;-;144;-;-;-;16;45;-;-;-;-;2028;-;-;311;8;-;-;-;-;-;2145210;16215;2;-;-;3673405
05/2024;qtd_aprovada;"353450 OSCAR BRESSANE";916;-;201;-;-;6;-;-;-;-;-;-;-;-;-;583;4187;-;-;-;-;-;301;2;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;28;-;-;-;6242
05/2024;qtd_aprovada;"353460 OSVALDO CRUZ";3205;124;50;615;-;1296;150;20;-;-;21;-;493;-;-;512;14823;1246;55;-;-;-;301;-;-;258;-;9;-;-;-;3;5;-;-;1;-;79;1;-;-;-;-;-;-;-;-;-;-;-;-;8130;31397
05/2024;qtd_aprovada;"353470 OURINHOS";22082;119;1592;74139;2052;4845;2402;400;685;-;312;16;2707;1570;-;1790;58745;7768;81;516;1908;1111;185;49;-;447;-;1;229;2;1;23;7;-;-;2;-;112;-;-;25;21;-;-;-;-;-;-;53;33;-;-;186030
05/2024;qtd_aprovada;"353475 OUROESTE";1519;105;130;5812;-;833;-;-;-;-;-;-;100;-;-;445;16963;-;18;-;-;-;896;-;-;33;-;5;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26900
05/2024;qtd_aprovada;"353480 OURO VERDE";1816;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;2664;4573
05/2024;qtd_aprovada;"353490 PACAEMBU";3947;137;400;-;-;-;121;-;-;-;-;-;155;-;-;284;11580;520;-;-;-;-;124;-;-;102;-;1;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;30;-;-;-;17413
05/2024;qtd_aprovada;"353500 PALESTINA";9468;19;207;2;-;344;149;-;-;-;-;-;31;-;-;1142;16251;930;-;-;-;-;344;-;-;17;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;20;-;-;2666;31661
05/2024;qtd_aprovada;"353510 PALMARES PAULISTA";485;-;10;-;-;-;65;-;-;-;-;-;179;-;-;213;13373;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;468;14995
05/2024;qtd_aprovada;"353520 PALMEIRA D'OESTE";-;66;-;1684;-;99;52;-;-;-;-;-;733;-;-;116;5457;234;144;-;-;-;-;-;-;20;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8673
05/2024;qtd_aprovada;"353530 PALMITAL";17649;198;77;12466;108;947;225;106;12;-;33;-;964;-;-;649;24313;724;1;-;-;-;3095;153;-;291;-;-;145;1;-;-;4;-;-;-;-;185;-;-;2;-;-;-;-;-;-;-;49;-;-;3633;66030
05/2024;qtd_aprovada;"353540 PANORAMA";4568;353;-;-;-;-;-;-;-;-;-;-;45;-;-;-;3030;406;-;-;-;-;647;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;3680;12894
05/2024;qtd_aprovada;"353550 PARAGUACU PAULISTA";8222;1;11;7555;11;2186;435;-;-;-;20;-;603;-;-;345;16205;335;72;-;-;-;183;16;-;71;-;2;11;-;-;1;6;-;-;-;-;53;-;-;3;-;-;-;-;-;-;-;14;-;-;1859;38220
05/2024;qtd_aprovada;"353560 PARAIBUNA";-;23;-;-;-;428;-;-;-;-;-;-;122;-;-;288;5753;236;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6853
05/2024;qtd_aprovada;"353570 PARAISO";3;-;56;6;-;-;-;-;-;-;-;-;-;-;-;112;8019;124;-;-;-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;2054;10491
05/2024;qtd_aprovada;"353580 PARANAPANEMA";5010;54;154;29;-;287;82;-;-;-;-;-;123;-;-;968;15381;247;-;-;-;-;59;-;-;4;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;5;-;-;-;22417
05/2024;qtd_aprovada;"353590 PARANAPUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;180
05/2024;qtd_aprovada;"353600 PARAPUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"353610 PARDINHO";-;54;-;1402;-;1;232;-;-;-;-;-;66;-;-;11;1913;96;-;-;-;-;20;-;-;32;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;3884
05/2024;qtd_aprovada;"353620 PARIQUERA-ACU";408;1491;247;37688;787;3007;2997;317;-;-;480;-;5127;-;-;-;27824;5226;115;611;2776;144;-;10;-;419;-;32;206;1;155;14;6;-;-;1;-;-;2;-;-;9;-;-;-;-;-;-;2126;9;-;-;92235
05/2024;qtd_aprovada;"353625 PARISI";5851;38;1607;4;-;-;-;-;-;-;-;-;61;-;-;115;12103;-;6;-;-;-;-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;500;20298
05/2024;qtd_aprovada;"353630 PATROCINIO PAULISTA";5308;-;55;7546;122;928;46;-;-;-;57;-;31;-;-;621;11395;264;19;-;-;-;712;-;-;39;-;7;85;9;-;-;3;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27306
05/2024;qtd_aprovada;"353640 PAULICEIA";-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;3406;3502
05/2024;qtd_aprovada;"353650 PAULINIA";184;-;1507;134308;-;475;2;-;-;-;612;-;87;-;-;664;25220;109;193;-;-;4;-;3;-;381;-;-;56;39;-;3;13;-;-;-;-;-;1;-;276;-;-;-;-;-;-;-;-;-;-;-;164137
05/2024;qtd_aprovada;"353657 PAULISTANIA";-;11;-;-;-;-;34;-;-;-;-;-;23;-;-;-;98;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;291
05/2024;qtd_aprovada;"353660 PAULO DE FARIA";967;8;8;2331;-;169;70;-;-;-;-;-;5;-;-;402;9248;579;-;-;-;-;205;-;-;-;-;2;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;20;-;-;13;14051
05/2024;qtd_aprovada;"353670 PEDERNEIRAS";15711;175;648;2485;-;2342;562;155;-;-;10;-;733;-;-;1536;49573;1134;98;-;-;-;3234;-;-;66;-;6;-;13;-;-;-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;116;-;-;-;78786
05/2024;qtd_aprovada;"353680 PEDRA BELA";1;5;-;10;-;315;-;-;-;-;-;-;51;-;-;435;3927;255;1;-;-;-;144;-;-;-;-;1;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5154
05/2024;qtd_aprovada;"353690 PEDRANOPOLIS";-;22;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;42
05/2024;qtd_aprovada;"353700 PEDREGULHO";27;128;-;2700;-;753;95;-;-;-;-;-;164;-;-;-;4063;1200;75;-;-;-;-;-;-;33;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9253
05/2024;qtd_aprovada;"353710 PEDREIRA";6946;266;603;26556;-;760;613;7;1;-;-;-;263;-;-;1285;69430;903;24;-;-;-;486;-;-;137;-;12;-;-;-;3;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;108341
05/2024;qtd_aprovada;"353715 PEDRINHAS PAULISTA";1756;173;17;2580;-;157;61;-;-;-;17;-;12;-;-;506;7803;18;1;-;-;-;310;-;-;7;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13435
05/2024;qtd_aprovada;"353720 PEDRO DE TOLEDO";-;-;-;1541;-;544;184;-;-;-;-;-;29;-;-;389;7897;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;10597
05/2024;qtd_aprovada;"353730 PENAPOLIS";19;-;10;26598;500;5141;723;356;-;-;197;-;652;24;-;1403;79779;3146;-;-;-;51;-;22;-;519;-;12;37;-;22;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;22;-;-;-;119236
05/2024;qtd_aprovada;"353740 PEREIRA BARRETO";161;-;10;6254;-;831;-;-;-;-;-;-;96;-;-;46;8302;781;28;-;-;-;486;-;-;3;-;-;-;-;-;1;-;-;-;-;-;159;-;-;-;-;-;-;-;-;-;-;29;-;-;-;17187
05/2024;qtd_aprovada;"353750 PEREIRAS";-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;7;3645;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;101;-;-;-;3848
05/2024;qtd_aprovada;"353760 PERUIBE";557;529;121;75359;411;5416;548;-;-;-;14;-;2210;-;-;1699;46989;372;94;-;-;-;413;-;-;166;-;3;-;-;-;-;-;-;-;-;-;147;-;-;-;-;-;-;-;-;-;-;21;-;-;-;135069
05/2024;qtd_aprovada;"353770 PIACATU";6295;-;40;4051;-;201;48;-;-;-;-;-;121;-;5;394;8468;471;-;-;-;-;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;675;21120
05/2024;qtd_aprovada;"353780 PIEDADE";161;-;8;10335;-;2505;178;-;-;-;-;-;253;-;-;1211;6803;-;-;-;-;-;-;10;-;105;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21575
05/2024;qtd_aprovada;"353790 PILAR DO SUL";15;221;-;10433;-;1391;73;-;-;-;-;-;246;-;-;17;25671;1468;28;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39620
05/2024;qtd_aprovada;"353800 PINDAMONHANGABA";6575;349;14052;123755;628;11762;1850;579;51;-;267;-;4932;426;-;8605;216281;2300;293;-;2363;221;561;538;-;851;-;5;56;-;9;-;4;-;-;11;-;43;2;-;-;22;-;-;-;-;-;-;77;33;-;-;397501
05/2024;qtd_aprovada;"353810 PINDORAMA";-;42;1289;-;-;-;-;-;-;-;-;-;-;-;-;322;14577;-;-;-;-;-;26;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;16268
05/2024;qtd_aprovada;"353820 PINHALZINHO";-;51;36;10833;-;1779;-;-;-;-;-;-;95;-;-;1272;28727;640;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43439
05/2024;qtd_aprovada;"353830 PIQUEROBI";2299;43;7;-;-;-;51;-;-;-;-;-;-;-;-;179;4187;-;5;-;-;-;241;-;-;7;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;20;7069
05/2024;qtd_aprovada;"353850 PIQUETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
05/2024;qtd_aprovada;"353860 PIRACAIA";-;72;-;12861;-;1273;-;-;-;-;-;-;170;-;-;689;19348;-;-;-;-;-;-;-;-;46;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34461
05/2024;qtd_aprovada;"353870 PIRACICABA";1836;310;23674;391752;1883;25452;5066;1856;1142;196;959;13;36290;152;141;16011;351019;4457;1270;1488;3363;72;2858;61;-;863;-;57;391;4;32;29;1;-;-;-;-;582;-;-;316;35;1;-;-;-;16;1869575;58;108;-;-;2743389
05/2024;qtd_aprovada;"353880 PIRAJU";126;-;3;2210;-;1592;109;-;-;-;-;-;190;139;-;467;12508;898;43;-;-;-;-;167;-;43;-;1;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;29;-;-;-;18581
05/2024;qtd_aprovada;"353890 PIRAJUI";4014;61;-;850;-;636;2;-;-;-;-;-;147;-;-;887;8529;100;6;-;-;-;168;-;-;5;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;-;15452
05/2024;qtd_aprovada;"353900 PIRANGI";75;52;-;-;-;212;319;-;-;-;-;-;1567;-;-;137;17793;1188;-;-;-;-;95;-;-;-;-;-;288;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;33;-;-;657;22463
05/2024;qtd_aprovada;"353910 PIRAPORA DO BOM JESUS";2086;88;1148;7523;-;537;117;-;-;-;-;-;15;-;-;1296;21142;20;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;34014
05/2024;qtd_aprovada;"353920 PIRAPOZINHO";6423;133;-;7418;-;396;151;-;-;-;-;-;154;-;-;484;18058;1043;-;-;-;-;182;-;-;7;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;22;-;-;1105;35577
05/2024;qtd_aprovada;"353930 PIRASSUNUNGA";23170;-;172;36448;-;2242;190;399;-;-;27;-;1019;-;-;1648;49320;1084;8;-;737;-;2491;1252;-;79;-;59;-;-;-;-;-;-;-;-;-;154;-;-;-;-;-;-;-;-;-;-;33;-;-;-;120532
05/2024;qtd_aprovada;"353940 PIRATININGA";7874;88;302;-;-;696;75;-;-;-;6;-;14;-;-;1076;16427;764;-;-;-;-;266;-;-;15;-;1;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;50;27712
05/2024;qtd_aprovada;"353950 PITANGUEIRAS";15247;128;425;16393;87;1634;697;128;46;-;4;-;402;-;-;2440;48304;634;-;-;-;-;1830;-;-;130;-;28;527;-;4;-;-;-;-;1;-;228;-;-;-;-;-;-;-;-;-;-;-;-;-;-;89317
05/2024;qtd_aprovada;"353960 PLANALTO";-;122;34;43;-;-;-;-;-;-;-;-;-;-;-;-;238;122;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4627;5191
