periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2025;qtd_aprovada;"120070 XAPURI";-;40;-;3861;-;427;18;-;-;-;-;-;13;-;17;325;9567;-;-;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14474
01/2025;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53
01/2025;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"130002 ALVARAES";-;-;-;683;-;99;-;-;-;-;-;-;48;-;-;-;2059;-;-;-;-;-;-;-;-;-;-;36;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2926
01/2025;qtd_aprovada;"130006 AMATURA";28;-;-;2665;-;259;75;-;-;-;-;-;14;-;-;-;29714;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;32789
01/2025;qtd_aprovada;"130008 ANAMA";-;-;-;571;-;292;116;-;-;-;-;-;35;-;-;83;551;-;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1718
01/2025;qtd_aprovada;"130010 ANORI";-;606;-;3198;-;708;230;-;-;-;-;-;102;-;-;-;4730;-;-;-;-;-;-;-;-;-;-;124;-;30;-;80;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9838
01/2025;qtd_aprovada;"130014 APUI";-;68;-;4784;-;917;200;-;-;-;-;-;87;-;-;161;3437;38;4;-;-;4;-;-;-;-;-;81;-;5;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;9797
01/2025;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;5641;-;375;267;-;-;-;-;-;48;-;36;145;8877;-;-;-;-;-;-;-;-;-;-;231;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;15654
01/2025;qtd_aprovada;"130030 AUTAZES";17;40;-;12351;-;1501;436;-;-;-;-;-;214;-;-;306;29262;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44129
01/2025;qtd_aprovada;"130040 BARCELOS";-;-;-;-;-;126;18;-;-;-;-;-;-;-;-;-;777;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;921
01/2025;qtd_aprovada;"130050 BARREIRINHA";-;60;-;1981;-;331;18;-;-;-;14;-;38;-;-;637;4384;-;-;-;-;-;31;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;7644
01/2025;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;408;-;18482;-;910;661;-;-;-;-;-;94;-;2849;354;3308;167;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27240
01/2025;qtd_aprovada;"130063 BERURI";-;-;1115;4214;-;246;1;-;-;-;-;-;42;-;-;86;7756;-;4;-;-;-;-;-;-;-;-;119;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13583
01/2025;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;388;-;3946;-;296;69;-;-;-;-;-;16;-;3;-;4765;282;-;-;-;-;-;-;-;-;-;106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;9898
01/2025;qtd_aprovada;"130070 BOCA DO ACRE";162;52;-;20254;-;4843;-;-;-;-;-;-;54;-;-;-;3699;-;-;-;-;-;208;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;382;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29654
01/2025;qtd_aprovada;"130080 BORBA";46;40;14;1682;-;401;52;-;-;-;-;-;56;-;-;417;6464;363;-;-;-;-;-;-;80;-;-;206;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9823
01/2025;qtd_aprovada;"130083 CAAPIRANGA";-;31;-;-;-;64;103;-;-;-;-;-;12;-;-;-;3449;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;3748
01/2025;qtd_aprovada;"130090 CANUTAMA";-;38;135;1937;-;365;130;-;-;-;-;-;76;-;-;312;7490;-;3;-;-;-;-;-;-;-;-;121;-;-;-;-;-;-;13;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10626
01/2025;qtd_aprovada;"130100 CARAUARI";-;-;-;14563;-;804;40;-;-;-;-;-;132;-;-;6;7207;-;33;-;-;-;-;-;-;-;-;268;-;-;-;-;-;26;-;-;-;-;-;-;3;11;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;23107
01/2025;qtd_aprovada;"130110 CAREIRO";180;-;62;24743;-;605;303;-;-;-;-;-;44;-;826;393;231059;-;4068;-;-;-;-;-;4110;-;-;157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;266550
01/2025;qtd_aprovada;"130115 CAREIRO DA VARZEA";-;-;4209;4589;-;183;116;-;-;-;-;-;-;-;-;-;3014;-;-;-;-;-;-;-;-;-;-;333;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12445
01/2025;qtd_aprovada;"130120 COARI";-;213;120;33297;-;2907;475;-;-;-;-;-;405;-;-;3288;82174;4644;114;-;-;37;-;-;-;-;-;583;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;128257
01/2025;qtd_aprovada;"130130 CODAJAS";32;31;-;3155;-;330;267;-;-;-;-;-;81;-;-;1541;778;102;-;-;-;-;-;-;12;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6362
01/2025;qtd_aprovada;"130140 EIRUNEPE";710;231;2028;2802;-;237;28;-;-;-;-;-;93;-;1;366;8449;73;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15147
01/2025;qtd_aprovada;"130150 ENVIRA";-;-;279;1833;-;232;5;-;-;-;-;-;1;-;1;261;5612;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8227
01/2025;qtd_aprovada;"130160 FONTE BOA";4;280;-;4795;-;583;151;-;-;-;-;-;96;-;-;-;4391;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10300
01/2025;qtd_aprovada;"130165 GUAJARA";17343;62;51;2030;-;42;90;-;-;-;-;-;37;-;-;302;44096;318;1;-;-;-;61;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;1731;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66243
01/2025;qtd_aprovada;"130170 HUMAITA";424;107;31;19811;-;3443;254;117;-;-;33;14;4167;124;-;1065;56360;524;374;-;-;132;140;-;-;-;-;142;-;-;-;-;3;15;-;-;-;-;-;738;6;9;-;-;-;-;-;-;-;-;-;-;-;1662;-;-;-;-;-;89695
01/2025;qtd_aprovada;"130180 IPIXUNA";-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;189
01/2025;qtd_aprovada;"130185 IRANDUBA";-;23;-;6408;-;-;330;-;-;-;-;-;-;-;-;4539;41796;-;-;-;-;-;-;-;-;-;-;669;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;53795
01/2025;qtd_aprovada;"130190 ITACOATIARA";94;155;1660;108908;-;2168;1073;-;-;-;-;-;1737;210;198;-;89858;4378;-;-;-;246;-;-;-;-;-;1462;-;48;-;-;52;-;-;-;-;-;-;-;-;300;-;-;-;-;-;-;-;-;-;-;-;5748;-;-;-;-;-;218295
01/2025;qtd_aprovada;"130195 ITAMARATI";-;-;-;13955;-;8017;98;-;-;-;-;-;50;-;-;1200;3100;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;85;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26584
01/2025;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2737;-;143;-;-;-;-;-;-;-;-;-;27;2962;-;-;-;-;-;-;-;-;-;-;198;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6067
01/2025;qtd_aprovada;"130210 JAPURA";-;56;-;2190;-;187;-;-;-;-;-;-;30;-;-;-;2955;-;16;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;5519
01/2025;qtd_aprovada;"130220 JURUA";-;-;-;-;-;189;-;-;-;-;-;-;-;-;-;-;1538;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1727
01/2025;qtd_aprovada;"130230 JUTAI";-;-;-;65;-;202;17;-;-;-;-;-;70;-;-;3;430;-;-;-;-;-;-;-;-;-;-;55;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;866
01/2025;qtd_aprovada;"130240 LABREA";368;-;24;8122;-;798;1;-;-;-;-;-;-;-;-;673;5578;5;-;-;-;-;43;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15704
01/2025;qtd_aprovada;"130250 MANACAPURU";18035;105;-;37719;-;2543;922;-;-;-;-;-;12107;-;300;140;116487;-;18;-;-;-;-;-;-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;188510
01/2025;qtd_aprovada;"130255 MANAQUIRI";-;-;-;958;-;189;134;-;-;-;-;-;23;-;-;-;2955;137;-;-;-;1;-;-;191;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;4594
01/2025;qtd_aprovada;"130260 MANAUS";27806;2321;6043;1106236;20133;65756;38713;18731;4667;862;3077;36;43541;26501;807;24315;1135035;38233;3184;3994;13934;12654;16004;-;3890;126;-;10559;1;552;2523;22;201;26;7;-;-;2;1;1876;36;1883;150;63;-;-;1;835;-;496391;12011;246;-;22557;-;-;-;-;-;3166542
01/2025;qtd_aprovada;"130270 MANICORE";772;-;-;10622;-;1263;636;-;-;-;-;-;1114;-;-;1062;21137;502;77;-;-;-;-;-;40;-;-;1857;-;33;30;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;-;942;-;-;-;-;-;40142
01/2025;qtd_aprovada;"130280 MARAA";14940;-;-;3470;-;87;195;-;-;-;-;-;-;-;35;471;11776;-;-;-;-;-;-;-;-;-;-;25;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31002
01/2025;qtd_aprovada;"130290 MAUES";-;1358;-;10916;-;6586;24;136;-;-;-;-;274;-;1;204;16486;352;1;-;-;-;-;-;-;-;-;468;-;6;-;-;1;1;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;3398;-;-;-;-;-;40218
01/2025;qtd_aprovada;"130300 NHAMUNDA";-;-;-;4308;-;403;232;-;-;-;-;-;-;-;-;-;4318;-;-;-;-;-;-;-;-;-;-;252;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9514
01/2025;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";460;-;-;17680;-;473;112;-;-;-;-;-;32;-;-;996;20955;834;-;-;-;-;-;-;450;-;-;533;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;271;-;-;-;-;-;42796
01/2025;qtd_aprovada;"130320 NOVO AIRAO";-;34;-;6597;-;633;385;-;-;-;-;-;48;-;-;292;8956;-;-;-;-;-;-;-;-;-;-;136;-;-;-;-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17089
01/2025;qtd_aprovada;"130330 NOVO ARIPUANA";55;51;161;30660;-;376;150;-;-;-;-;-;56;-;-;344;4073;236;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;36312
01/2025;qtd_aprovada;"130340 PARINTINS";11681;-;481;42996;-;2158;1337;247;-;-;3;-;1481;162;4;627;79351;929;83;-;-;108;479;-;-;-;-;2625;-;7;1;-;2;2;3;1;-;-;8;98;-;-;-;-;-;-;-;-;-;-;-;-;-;7960;-;66;102;-;-;153002
01/2025;qtd_aprovada;"130350 PAUINI";-;426;-;15154;-;255;205;-;-;-;-;-;-;-;-;-;3395;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;19479
01/2025;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;-;-;13694;-;835;317;-;-;-;-;-;107;-;-;193;6226;599;19;-;-;-;59;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22059
01/2025;qtd_aprovada;"130356 RIO PRETO DA EVA";635;297;4;7131;-;2732;18;-;-;-;-;-;121;-;-;1446;30571;-;-;-;-;-;-;-;-;-;-;700;-;19;-;4;-;-;-;-;-;-;-;-;-;81;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43759
01/2025;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;2101;-;-;-;-;-;-;-;-;-;-;1;31;2836;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4969
01/2025;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;9583;-;166;-;-;-;-;-;-;-;-;134;297;95;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10275
01/2025;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";44;-;19;5945;-;456;132;-;-;-;-;-;1;-;-;1164;5297;9;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13181
01/2025;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;12847;-;1128;250;-;-;-;-;-;-;-;636;31;2791;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;17709
01/2025;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";-;-;-;2945;-;255;138;-;-;-;-;-;258;-;-;247;7057;546;-;-;-;-;-;-;-;-;-;270;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;20;-;-;80;-;-;-;-;-;11858
01/2025;qtd_aprovada;"130400 SILVES";-;-;-;3618;-;220;-;-;-;-;-;-;36;-;-;213;8311;-;-;-;-;-;-;-;-;-;-;75;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;360;-;-;-;-;-;12834
01/2025;qtd_aprovada;"130406 TABATINGA";54;158;-;10870;-;2082;511;-;-;-;-;-;173;-;-;37;14874;133;-;-;-;26;687;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;29678
01/2025;qtd_aprovada;"130410 TAPAUA";-;-;-;3395;-;40;146;-;-;-;-;-;63;-;-;-;5560;-;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9270
01/2025;qtd_aprovada;"130420 TEFE";808;643;19;74595;-;7355;2165;192;-;-;60;-;748;-;31;5612;38515;4831;492;-;-;-;801;-;6222;-;-;317;-;5;-;-;-;-;-;-;-;-;2;113;-;58;-;-;-;-;-;-;-;-;88;5;-;4116;-;-;-;-;-;147793
01/2025;qtd_aprovada;"130423 TONANTINS";7139;-;-;847;-;169;116;-;-;-;-;-;71;-;106;607;19177;-;-;-;-;-;-;-;-;-;-;594;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28826
01/2025;qtd_aprovada;"130426 UARINI";-;-;-;6061;-;417;34;-;-;-;-;-;-;-;-;116;7932;-;40;-;-;-;-;-;-;-;-;85;-;3;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14693
01/2025;qtd_aprovada;"130430 URUCARA";1;33;-;2973;-;1200;270;-;-;-;-;-;58;-;-;381;10003;-;1;-;-;-;-;-;-;-;-;92;-;5;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;15104
01/2025;qtd_aprovada;"130440 URUCURITUBA";-;39;-;2199;-;165;-;-;-;-;-;-;-;-;-;9;1599;-;-;-;-;-;-;-;-;-;-;33;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4045
01/2025;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"140002 AMAJARI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23
01/2025;qtd_aprovada;"140005 ALTO ALEGRE";369;-;-;1742;-;329;-;-;-;-;-;-;-;-;48;134;4498;92;-;-;-;-;12;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7271
01/2025;qtd_aprovada;"140010 BOA VISTA";44135;235;3765;146703;2022;11209;2446;1584;868;77;108;-;12676;8156;3115;3801;121608;1832;1213;439;3801;2506;725;-;2627;-;-;942;-;61;993;-;2;2;-;-;-;-;-;141;-;14;27;-;-;-;-;-;-;91083;237;25;-;26229;-;-;-;-;-;495407
01/2025;qtd_aprovada;"140015 BONFIM";3;-;-;492;-;-;-;-;-;-;-;-;-;-;1;46;1636;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2179
01/2025;qtd_aprovada;"140017 CANTA";2;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;337;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;344
01/2025;qtd_aprovada;"140020 CARACARAI";-;61;-;1043;-;440;-;-;-;-;-;-;31;-;-;337;5743;-;-;-;-;-;-;-;-;-;-;34;-;1;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7711
01/2025;qtd_aprovada;"140023 CAROEBE";-;-;-;1519;-;315;34;-;-;-;-;-;-;-;-;476;4292;172;-;-;-;-;-;-;-;-;-;76;-;9;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6927
01/2025;qtd_aprovada;"140028 IRACEMA";44;16;-;-;-;-;-;-;-;-;-;-;-;-;-;23;1687;-;-;-;-;-;37;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1855
01/2025;qtd_aprovada;"140030 MUCAJAI";-;-;-;1184;-;641;-;-;-;-;-;-;-;-;-;-;7484;-;-;-;-;-;-;-;-;-;-;127;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9436
01/2025;qtd_aprovada;"140040 NORMANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78
01/2025;qtd_aprovada;"140045 PACARAIMA";12;-;-;1607;-;335;-;-;-;-;-;-;21;-;-;109;1766;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3867
01/2025;qtd_aprovada;"140047 RORAINOPOLIS";651;9;-;-;-;-;126;548;-;-;-;-;478;-;-;145;1886;261;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;510;-;-;-;-;-;4614
01/2025;qtd_aprovada;"140050 SAO JOAO DA BALIZA";-;53;-;208;-;-;-;-;-;-;-;-;-;-;-;64;1824;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2149
01/2025;qtd_aprovada;"140060 SAO LUIZ";-;-;-;332;-;-;-;-;-;-;-;-;-;-;-;40;3023;744;-;-;-;-;-;-;-;-;-;14;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4155
01/2025;qtd_aprovada;"140070 UIRAMUTA";-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76
01/2025;qtd_aprovada;" MUNICIPIO IGNORADO - PA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2025;qtd_aprovada;"150010 ABAETETUBA";17942;51;1210;10928;542;2860;1699;287;-;-;157;-;565;715;110;4310;63422;-;2;-;1409;532;503;-;-;-;-;265;-;143;-;-;-;-;-;-;-;1;9;141;-;-;8;-;-;-;-;-;-;5527;-;24;-;-;-;-;-;-;-;113362
01/2025;qtd_aprovada;"150013 ABEL FIGUEIREDO";210;16;-;883;-;115;76;-;-;-;-;-;-;-;-;107;3076;-;-;-;-;-;-;-;-;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4563
