periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
05/2025;qtd_aprovada;"230370 CAUCAIA";1045;234;116;46062;-;5736;1253;-;-;-;36;-;1008;-;-;1968;125320;13324;15;-;6938;-;1918;20;-;-;516;-;1;196;-;2;22;1;-;-;-;-;306;4;-;36;34;-;-;-;-;-;-;844;58;47;-;-;-;-;-;-;-;207060
05/2025;qtd_aprovada;"230380 CEDRO";10;51;22;7506;95;271;153;-;-;-;-;-;-;-;-;-;7378;655;48;-;-;-;176;-;-;-;105;-;-;49;29;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16591
05/2025;qtd_aprovada;"230390 CHAVAL";-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;156;6349;161;-;-;-;-;-;-;-;-;25;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;6767
05/2025;qtd_aprovada;"230393 CHORO";-;109;-;3187;-;-;-;-;-;-;11;-;130;-;-;206;4479;6;-;-;-;-;-;-;-;-;16;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8145
05/2025;qtd_aprovada;"230395 CHOROZINHO";-;74;-;3206;-;239;94;-;-;-;-;-;200;-;-;127;9336;567;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13917
05/2025;qtd_aprovada;"230400 COREAU";-;18;-;-;-;-;240;-;-;-;-;-;60;-;-;320;7177;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7853
05/2025;qtd_aprovada;"230410 CRATEUS";480;330;73;18232;-;2838;535;390;-;-;98;-;174;-;-;65;20733;-;440;-;3694;-;1105;-;-;-;121;-;11;-;-;-;18;-;-;-;-;-;291;-;-;-;38;-;-;-;-;-;-;266;87;45;-;-;-;-;-;-;-;50064
05/2025;qtd_aprovada;"230420 CRATO";271;-;215;41609;2544;3395;1865;1050;73;-;103;-;1454;8841;-;138;42357;4740;696;-;4457;4551;785;-;-;-;266;-;2;69;-;-;488;-;-;-;-;-;65;-;-;-;22;14;-;-;-;44;-;5476;6;31;-;-;-;-;-;-;-;125627
05/2025;qtd_aprovada;"230423 CROATA";9;126;576;2853;-;335;65;-;-;-;-;-;45;-;5;688;5443;760;-;-;-;-;-;-;-;-;50;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;10984
05/2025;qtd_aprovada;"230425 CRUZ";8;216;1562;9625;-;407;412;39;32;-;19;-;123;-;-;1236;17421;1633;2;-;-;-;-;130;-;-;228;-;3;12;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33112
05/2025;qtd_aprovada;"230426 DEPUTADO IRAPUAN PINHEIRO";-;81;48;665;-;268;-;-;-;-;-;-;50;-;-;132;3740;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5168
05/2025;qtd_aprovada;"230427 ERERE";-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2919;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2946
05/2025;qtd_aprovada;"230428 EUSEBIO";2261;192;1748;41898;-;2986;294;-;-;-;51;-;2301;-;-;1968;88123;2983;-;-;3419;-;56;3588;-;-;234;-;2;-;-;-;-;-;-;-;-;-;60;-;-;2;47;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;152252
05/2025;qtd_aprovada;"230430 FARIAS BRITO";-;94;12;3812;-;360;-;-;-;-;-;-;165;-;-;377;16130;-;-;-;-;-;-;-;-;-;37;-;2;-;11;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;21064
05/2025;qtd_aprovada;"230435 FORQUILHA";15;111;-;-;-;-;-;-;-;-;-;-;462;-;-;-;9111;1236;-;-;-;-;88;933;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;11988
05/2025;qtd_aprovada;"230440 FORTALEZA";34192;4453;5044;1245580;23670;67420;14069;15557;2230;569;3044;39;48130;75123;975;26503;1092674;22028;7755;11047;27932;11249;10915;635;-;-;10356;-;778;2067;104;4373;217;221;5;1;20;473;2076;578;-;1603;217;2949;378;579;18;2846;-;6438128;1249;566;-;1991;13;-;-;-;-;9222639
05/2025;qtd_aprovada;"230445 FORTIM";-;77;-;1111;-;-;179;-;-;-;-;-;150;-;-;529;6535;-;-;-;-;-;-;-;-;-;50;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;8657
05/2025;qtd_aprovada;"230450 FRECHEIRINHA";593;173;-;-;-;-;110;-;-;-;-;-;20;-;-;139;11761;1207;-;-;-;-;-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;14081
05/2025;qtd_aprovada;"230460 GENERAL SAMPAIO";-;35;-;1826;-;-;-;-;-;-;-;-;3;-;-;197;2897;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;5002
05/2025;qtd_aprovada;"230465 GRACA";-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1611;297;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;1964
05/2025;qtd_aprovada;"230470 GRANJA";42;81;1;4196;29;980;479;-;-;-;-;-;-;-;-;577;29402;59;1;-;-;-;24;45;-;-;275;-;-;114;3;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;36334
05/2025;qtd_aprovada;"230480 GRANJEIRO";40;85;-;1938;-;3;29;-;-;-;-;-;-;-;-;150;5074;79;12;-;-;-;158;-;-;-;16;-;2;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;47;-;-;997;-;-;-;-;-;8660
05/2025;qtd_aprovada;"230490 GROAIRAS";-;68;84;-;-;-;175;-;-;-;-;-;40;-;-;389;8244;-;-;-;-;-;-;-;-;-;291;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;-;-;642;-;-;-;-;-;9957
05/2025;qtd_aprovada;"230495 GUAIUBA";2;39;-;6981;-;87;138;-;-;-;-;-;94;-;-;1039;17254;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25688
05/2025;qtd_aprovada;"230500 GUARACIABA DO NORTE";62;147;381;-;-;536;-;-;-;-;-;-;15;-;-;1089;31836;611;-;-;-;-;247;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;35053
05/2025;qtd_aprovada;"230510 GUARAMIRANGA";-;176;-;-;-;-;-;-;-;-;-;-;-;-;-;146;2577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2899
05/2025;qtd_aprovada;"230520 HIDROLANDIA";-;53;-;4117;-;963;148;-;-;-;-;-;192;-;-;491;13941;1565;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;4696;-;-;-;-;-;26239
05/2025;qtd_aprovada;"230523 HORIZONTE";79;187;1545;19791;-;1864;308;-;-;-;16;-;271;-;-;2031;72366;693;39;-;-;-;331;-;-;-;113;-;3;202;6;-;-;4;-;-;1;-;117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;99967
05/2025;qtd_aprovada;"230526 IBARETAMA";57;1766;-;7870;-;549;36;-;-;-;-;-;288;-;-;355;11885;-;-;-;-;-;-;-;-;-;148;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22954
05/2025;qtd_aprovada;"230530 IBIAPINA";360;81;1002;4289;-;327;333;-;-;-;26;-;163;-;-;18;10286;1558;1;-;-;-;99;234;-;-;157;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;18971
05/2025;qtd_aprovada;"230533 IBICUITINGA";-;63;-;1638;-;-;34;-;-;-;-;-;112;-;-;34;3176;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5123
05/2025;qtd_aprovada;"230535 ICAPUI";-;66;17;2633;-;185;80;-;-;-;-;-;64;-;-;3;3967;276;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7306
05/2025;qtd_aprovada;"230540 ICO";208;35;175;5109;329;2134;725;441;-;-;105;-;1060;-;1;32;34046;68;2;-;-;-;1119;304;-;-;171;-;17;-;-;-;-;-;-;-;-;-;238;-;-;-;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;46451
05/2025;qtd_aprovada;"230550 IGUATU";13;-;481;15820;-;2744;1757;1366;29;-;158;-;898;2275;3;271;69112;1244;23;-;2891;1211;668;-;-;-;447;-;15;-;-;-;2;-;-;-;1;-;141;39;-;-;13;-;-;-;-;-;-;720;54;18;-;-;-;-;-;-;-;102414
05/2025;qtd_aprovada;"230560 INDEPENDENCIA";2;75;-;6354;-;463;-;-;-;-;-;-;178;-;-;-;881;1011;-;-;-;-;-;-;-;-;138;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9102
05/2025;qtd_aprovada;"230565 IPAPORANGA";26;38;-;-;-;-;-;-;-;-;-;-;-;-;-;973;6679;-;-;-;-;-;38;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7811
05/2025;qtd_aprovada;"230570 IPAUMIRIM";-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2871;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2889
05/2025;qtd_aprovada;"230580 IPU";-;197;-;7673;-;2422;454;585;-;-;87;-;306;-;-;61;20718;451;3;-;-;-;215;-;-;-;32;-;4;40;-;-;-;-;-;-;-;-;104;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;33394
05/2025;qtd_aprovada;"230590 IPUEIRAS";-;405;18;1756;-;-;-;-;-;-;-;-;-;-;-;326;9209;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11714
05/2025;qtd_aprovada;"230600 IRACEMA";67;137;111;1540;-;400;157;-;-;-;-;-;58;-;-;750;6597;396;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10327
05/2025;qtd_aprovada;"230610 IRAUCUBA";-;30;121;2423;-;918;129;-;-;-;-;-;50;-;-;1099;27249;1000;-;-;-;-;-;-;-;-;7;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;33065
05/2025;qtd_aprovada;"230620 ITAICABA";-;148;5;934;-;-;-;-;-;-;-;-;108;-;-;426;2049;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3674
05/2025;qtd_aprovada;"230625 ITAITINGA";335;201;1096;31724;-;3077;598;-;7;-;53;-;263;-;-;1927;72900;1506;1;-;-;-;289;1128;-;-;260;-;-;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;115487
05/2025;qtd_aprovada;"230630 ITAPAJE";-;-;-;5196;-;1533;379;-;-;-;-;-;291;-;-;599;26094;953;-;-;-;-;-;-;-;-;67;-;26;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35139
05/2025;qtd_aprovada;"230640 ITAPIPOCA";139;237;839;23142;-;3673;1410;54;-;-;26;-;2262;-;4;1211;61475;-;287;-;4378;-;577;-;-;-;157;-;3;33;-;-;10;-;-;-;-;-;140;-;-;-;48;-;-;-;-;-;-;62;103;64;-;-;-;-;-;-;-;100334
05/2025;qtd_aprovada;"230650 ITAPIUNA";850;123;5187;2282;-;371;24;-;-;-;-;-;20;-;-;390;12255;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21522
05/2025;qtd_aprovada;"230655 ITAREMA";4;103;275;10175;-;416;177;-;-;-;-;-;185;-;-;955;22783;463;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35562
05/2025;qtd_aprovada;"230660 ITATIRA";-;-;-;-;-;157;267;-;-;-;-;-;-;-;-;-;3196;361;-;-;-;-;23;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;4037
05/2025;qtd_aprovada;"230670 JAGUARETAMA";230;419;-;9102;-;311;110;-;-;-;-;-;918;-;-;-;9535;1223;17;-;-;-;-;-;-;-;176;-;5;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;22112
05/2025;qtd_aprovada;"230680 JAGUARIBARA";-;70;9;3730;-;257;-;-;-;-;-;-;506;-;-;-;6598;1433;-;-;-;-;-;163;-;-;455;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;13281
05/2025;qtd_aprovada;"230690 JAGUARIBE";67;169;-;15007;-;1702;367;-;-;-;51;-;447;-;1;1292;30573;461;15;-;-;-;-;-;-;-;71;-;2;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50234
05/2025;qtd_aprovada;"230700 JAGUARUANA";50;55;-;5043;-;368;141;-;-;-;16;-;470;-;-;744;18793;638;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;26350
05/2025;qtd_aprovada;"230710 JARDIM";-;64;-;42;-;-;-;-;-;-;-;-;160;-;-;2;14066;-;26;-;-;-;-;-;-;-;35;-;2;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14400
05/2025;qtd_aprovada;"230720 JATI";31;97;3;1758;-;-;-;-;-;-;-;-;-;-;-;-;2611;-;-;-;-;-;211;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;160;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;4929
05/2025;qtd_aprovada;"230725 JIJOCA DE JERICOACOARA";-;112;1665;8119;-;1549;357;-;-;-;22;-;102;-;-;2783;28252;411;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;43448
05/2025;qtd_aprovada;"230730 JUAZEIRO DO NORTE";2463;86;1198;32349;2139;6177;2141;1349;44;-;154;-;4292;-;-;4398;200446;4951;890;-;3179;-;1130;500;-;-;313;-;8;72;-;-;11;2;-;-;-;-;88;1;-;2;41;-;-;-;-;-;-;-;340;66;-;-;-;-;-;-;-;268830
05/2025;qtd_aprovada;"230740 JUCAS";-;80;-;3837;-;501;173;-;-;-;-;-;159;-;-;412;24244;1180;-;-;-;-;-;-;-;-;215;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;10533;-;-;-;-;-;41337
05/2025;qtd_aprovada;"230750 LAVRAS DA MANGABEIRA";19;470;353;1032;-;308;139;-;-;-;-;-;151;-;-;-;11166;1285;-;-;-;-;-;-;-;-;86;-;13;79;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;15151
05/2025;qtd_aprovada;"230760 LIMOEIRO DO NORTE";387;233;408;21598;846;2656;1058;2301;92;8;68;-;937;-;-;2848;54217;3073;10;-;-;-;1502;1;-;-;145;-;23;112;175;2;-;-;-;-;-;-;303;6;-;-;-;-;-;-;-;-;-;822;178;-;-;7861;-;-;-;-;-;101870
05/2025;qtd_aprovada;"230763 MADALENA";-;75;162;-;-;205;67;-;-;-;-;-;44;-;-;1552;12957;599;-;-;-;-;-;-;-;-;16;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15682
05/2025;qtd_aprovada;"230765 MARACANAU";2070;1047;2315;129616;1099;7672;3909;1036;302;-;436;-;5632;-;31;2353;137909;4241;1776;-;4929;-;1835;-;-;-;654;-;4;454;-;-;-;-;-;-;-;-;470;-;-;-;57;-;-;-;-;-;-;-;81;62;-;-;-;-;-;-;-;309990
05/2025;qtd_aprovada;"230770 MARANGUAPE";-;93;-;50643;372;3031;-;28;-;-;11;-;1099;-;1;215;84920;2323;-;-;-;-;-;-;-;-;154;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;142929
05/2025;qtd_aprovada;"230780 MARCO";47;60;2;7481;-;774;308;19;1;-;30;-;192;-;-;402;19243;1652;-;-;-;-;-;-;-;-;149;-;4;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30366
05/2025;qtd_aprovada;"230790 MARTINOPOLE";38;34;21;-;-;-;33;-;-;-;26;-;34;-;-;123;10363;40;-;-;-;-;-;-;-;-;85;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;10840
05/2025;qtd_aprovada;"230800 MASSAPE";-;111;133;-;-;706;-;-;-;-;-;-;2;-;-;2;523110;637;-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;524717
05/2025;qtd_aprovada;"230810 MAURITI";21;180;-;10952;-;1009;273;-;-;-;19;-;194;-;-;108;15867;8457;30;-;-;-;354;-;-;-;442;-;30;-;35;-;-;-;-;-;-;-;92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38063
05/2025;qtd_aprovada;"230820 MERUOCA";-;76;-;2549;-;90;198;-;-;-;-;-;275;-;-;841;11526;616;-;-;-;-;-;-;-;-;171;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;735;-;-;-;-;-;17083
05/2025;qtd_aprovada;"230830 MILAGRES";5;79;384;2657;-;537;101;-;-;-;11;-;159;-;-;851;7886;575;17;-;-;-;462;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;140;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;13953
05/2025;qtd_aprovada;"230835 MILHA";-;93;100;1071;-;225;-;-;-;-;-;-;-;-;-;4;7430;574;-;-;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;49;-;-;1024;-;-;-;-;-;10625
05/2025;qtd_aprovada;"230837 MIRAIMA";-;13;-;-;-;-;-;-;-;-;-;-;50;-;-;1264;6311;-;-;-;-;-;-;-;-;-;17;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;7677
05/2025;qtd_aprovada;"230840 MISSAO VELHA";57;597;-;1917;-;43;306;-;-;-;11;-;55;-;-;34;8676;2837;-;-;-;-;80;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;44;120;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;14861
05/2025;qtd_aprovada;"230850 MOMBACA";-;123;-;2521;-;647;-;-;-;-;-;-;111;-;-;749;41367;-;11;-;-;-;445;-;-;-;265;-;10;-;-;-;-;-;-;-;-;-;122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46371
05/2025;qtd_aprovada;"230860 MONSENHOR TABOSA";-;64;-;1859;-;127;96;-;-;-;-;-;40;-;-;-;9634;-;-;-;-;-;-;-;-;-;85;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11914
05/2025;qtd_aprovada;"230870 MORADA NOVA";271;340;892;27662;-;1037;69;-;-;-;-;-;599;-;-;619;28245;218;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;59957
05/2025;qtd_aprovada;"230880 MORAUJO";16;71;-;-;-;14;26;-;-;-;-;-;61;-;-;-;8383;-;17;-;-;-;-;-;-;-;15;-;5;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;89;-;-;-;-;-;8723
05/2025;qtd_aprovada;"230890 MORRINHOS";-;32;-;-;-;-;90;-;-;-;39;-;-;-;-;980;13140;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;14432
05/2025;qtd_aprovada;"230900 MUCAMBO";-;172;797;875;-;837;215;-;-;-;-;-;107;-;-;177;10315;1076;-;-;-;-;-;-;-;-;27;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;14667
05/2025;qtd_aprovada;"230910 MULUNGU";-;131;5;5457;-;-;-;-;-;-;-;-;21;-;-;3791;12492;109;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22008
05/2025;qtd_aprovada;"230920 NOVA OLINDA";367;44;-;-;-;-;14;-;-;-;-;-;-;-;-;-;6082;316;-;-;-;-;70;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;7019
05/2025;qtd_aprovada;"230930 NOVA RUSSAS";70;165;-;9102;-;692;510;-;-;-;12;-;1186;-;-;1127;20099;1088;19;-;-;-;504;-;-;-;157;-;37;195;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;22;-;-;647;-;-;-;-;-;35704
05/2025;qtd_aprovada;"230940 NOVO ORIENTE";-;220;3;-;-;-;12;-;-;-;-;-;13;-;-;480;13442;729;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14903
05/2025;qtd_aprovada;"230945 OCARA";12;21;-;22744;-;640;-;-;-;-;-;-;269;-;-;109;20384;542;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44749
05/2025;qtd_aprovada;"230950 OROS";39;47;-;6032;-;484;-;-;-;-;-;-;143;-;-;245;15209;348;-;-;-;-;193;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;71;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3800;-;-;-;-;-;26645
05/2025;qtd_aprovada;"230960 PACAJUS";129;276;137;-;-;883;443;571;-;-;-;-;369;-;-;1100;38601;1185;71;-;-;-;-;773;-;-;173;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;44734
