periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
12/2024;qtd_aprovada;"420257 BOM JESUS DO OESTE";-;-;-;107;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;832;964
12/2024;qtd_aprovada;"420260 BOM RETIRO";-;37;-;2034;-;182;-;-;-;-;-;-;23;-;-;-;3215;138;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5659
12/2024;qtd_aprovada;"420270 BOTUVERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;78;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;123
12/2024;qtd_aprovada;"420280 BRACO DO NORTE";24329;18;877;14367;624;2152;301;117;-;-;21;-;465;-;-;733;41282;1824;72;-;-;-;758;-;7;-;-;216;-;19;168;-;-;3;1;-;-;-;-;268;1;-;-;-;-;-;-;-;-;-;36;-;-;746;89405
12/2024;qtd_aprovada;"420285 BRACO DO TROMBUDO";2002;-;22;2249;-;-;-;-;-;-;-;-;18;-;-;49;2650;62;-;-;-;-;613;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7694
12/2024;qtd_aprovada;"420287 BRUNOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
12/2024;qtd_aprovada;"420290 BRUSQUE";-;-;609;42983;1411;5561;2408;2232;247;-;237;-;4476;24;-;1689;67630;-;281;-;1661;-;-;-;2453;-;-;387;-;13;303;127;6;16;2;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;90;28;-;-;134885
12/2024;qtd_aprovada;"420300 CACADOR";4856;148;621;3280;-;2199;348;259;25;10;-;-;522;12;-;3108;50501;1740;38;-;-;12;2045;-;21;-;-;83;-;2;-;-;-;-;-;-;-;-;-;287;-;-;-;-;-;-;-;-;-;-;-;-;-;8460;78577
12/2024;qtd_aprovada;"420310 CAIBI";-;46;-;4099;-;36;-;-;-;-;-;-;7;-;-;1;2350;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2573;9113
12/2024;qtd_aprovada;"420315 CALMON";-;5;-;1470;-;-;-;-;-;-;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1822;3411
12/2024;qtd_aprovada;"420320 CAMBORIU";94;-;82;-;-;-;-;-;-;-;-;-;-;-;-;38;971;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1185
12/2024;qtd_aprovada;"420325 CAPAO ALTO";-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
12/2024;qtd_aprovada;"420330 CAMPO ALEGRE";253;-;207;6577;-;431;142;-;-;-;-;-;64;-;-;869;12591;-;1;-;-;-;484;-;1;-;-;49;-;-;153;-;-;-;-;-;-;-;-;47;-;19;-;-;-;-;-;-;-;-;-;-;-;-;21888
12/2024;qtd_aprovada;"420340 CAMPO BELO DO SUL";7049;22;28;138;-;236;1;-;-;-;-;-;22;-;-;307;5455;-;-;-;-;-;55;-;-;-;-;24;-;-;17;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13389
12/2024;qtd_aprovada;"420350 CAMPO ERE";840;87;-;3205;-;122;135;-;-;-;-;-;10;-;-;-;2197;114;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;963;7716
12/2024;qtd_aprovada;"420360 CAMPOS NOVOS";166;43;-;18084;-;1350;134;99;-;-;-;-;228;-;-;39;11575;2415;11;-;-;-;1;-;-;-;-;34;-;-;64;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2762;37009
12/2024;qtd_aprovada;"420370 CANELINHA";592;64;8;2216;-;-;64;21;34;-;18;-;32;-;-;408;14684;256;-;-;-;-;49;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;17;-;-;-;18477
12/2024;qtd_aprovada;"420380 CANOINHAS";916;179;282;19822;-;1365;1150;149;156;8;175;-;198;-;-;844;36179;29;20;-;-;-;349;-;36;-;-;33;-;-;22;-;40;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;28;-;-;50;62084
12/2024;qtd_aprovada;"420390 CAPINZAL";-;394;-;2912;-;53;-;-;-;-;-;-;-;-;-;-;1099;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4458
12/2024;qtd_aprovada;"420395 CAPIVARI DE BAIXO";9131;65;66;6340;-;254;-;-;-;-;-;-;119;-;-;645;22865;-;-;-;-;-;378;-;-;-;-;34;-;1;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39928
12/2024;qtd_aprovada;"420400 CATANDUVAS";-;70;-;407;-;-;-;-;-;-;-;-;60;-;-;71;2246;-;-;-;-;-;-;-;-;-;-;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;26;2994
12/2024;qtd_aprovada;"420410 CAXAMBU DO SUL";377;39;-;36;-;-;-;-;-;-;-;-;26;-;-;33;1371;227;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2110
12/2024;qtd_aprovada;"420415 CELSO RAMOS";-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
12/2024;qtd_aprovada;"420417 CERRO NEGRO";-;9;-;585;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;594
12/2024;qtd_aprovada;"420419 CHAPADAO DO LAGEADO";1350;8;5;1010;-;-;-;-;-;-;-;-;-;-;-;33;2859;-;-;-;-;-;123;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;21;-;-;-;5423
12/2024;qtd_aprovada;"420420 CHAPECO";21870;311;452;110771;2524;11486;3260;1658;602;104;142;-;10592;-;-;3973;180096;10475;670;1537;2323;-;1551;-;-;-;-;658;-;13;173;-;27;65;-;-;-;3;-;401;24;35;24;180;-;15;-;145;-;-;709;39;-;5711;372619
12/2024;qtd_aprovada;"420425 COCAL DO SUL";470;25;49;8043;731;435;-;-;-;-;-;-;149;-;-;140;15895;2037;5;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;404;28390
12/2024;qtd_aprovada;"420430 CONCORDIA";76;343;76;32260;512;3627;543;472;23;-;23;6;783;544;-;124;20031;2236;229;-;719;376;519;-;-;-;-;180;-;11;126;-;8;11;-;-;-;1;-;158;-;1;7;-;-;-;-;-;-;-;42;18;-;-;64085
12/2024;qtd_aprovada;"420435 CORDILHEIRA ALTA";-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;77
12/2024;qtd_aprovada;"420440 CORONEL FREITAS";2646;-;10;42;-;384;-;-;-;-;-;-;52;-;-;170;10566;67;-;-;-;-;469;-;39;-;-;31;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14502
12/2024;qtd_aprovada;"420445 CORONEL MARTINS";85;11;7;-;-;-;-;-;-;-;-;-;-;-;-;56;2448;187;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;22;-;-;1786;4723
12/2024;qtd_aprovada;"420450 CORUPA";613;38;41;1289;-;310;-;-;-;-;-;-;45;-;-;1090;13085;-;-;-;-;-;343;-;-;-;-;6;-;1;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;1985;18881
12/2024;qtd_aprovada;"420455 CORREIA PINTO";-;18;47;-;-;-;-;-;-;-;-;-;-;-;-;-;238;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;327
12/2024;qtd_aprovada;"420460 CRICIUMA";10199;813;1715;100895;2196;12211;3697;1373;753;91;646;-;9115;198;-;575;149499;1664;953;2361;2512;143;1837;-;466;-;-;1890;-;9;231;1;49;27;-;-;-;11;-;192;-;18;18;196;-;-;-;64;-;-;727;54;-;1321;308720
12/2024;qtd_aprovada;"420470 CUNHA PORA";-;470;-;6276;-;187;-;-;-;-;-;-;28;-;-;11;2200;1251;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;2626;13079
12/2024;qtd_aprovada;"420475 CUNHATAI";-;-;-;923;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;762;1750
12/2024;qtd_aprovada;"420480 CURITIBANOS";522;306;188;9744;262;1680;229;59;-;-;-;-;199;15;22;1325;18134;2599;2;-;708;-;808;-;8;-;-;42;-;8;1;-;-;-;-;-;-;-;-;372;-;-;6;-;-;-;-;-;-;-;138;18;-;3534;40929
12/2024;qtd_aprovada;"420490 DESCANSO";681;200;3;8046;-;13;69;1;1;-;43;-;50;-;-;39;1583;124;-;-;-;-;-;-;27;-;-;16;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;3580;14534
12/2024;qtd_aprovada;"420500 DIONISIO CERQUEIRA";857;234;47;1068;-;755;18;-;-;-;-;-;123;-;-;236;10718;56;-;-;-;-;1269;-;-;-;-;12;-;8;-;-;-;-;-;-;-;-;-;118;-;-;-;-;-;-;-;-;-;-;-;-;-;5653;21172
12/2024;qtd_aprovada;"420510 DONA EMMA";801;114;23;1844;-;41;-;-;-;-;-;-;11;-;-;120;2497;-;-;-;-;-;159;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;24;-;-;-;5642
12/2024;qtd_aprovada;"420515 DOUTOR PEDRINHO";3;-;19;1553;-;-;-;-;-;-;-;-;-;-;-;13;187;8;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;1821
12/2024;qtd_aprovada;"420517 ENTRE RIOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47;77
12/2024;qtd_aprovada;"420519 ERMO";3243;6;18;754;-;-;-;-;-;-;-;-;-;-;-;32;3132;-;-;-;-;-;66;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;219;7481
12/2024;qtd_aprovada;"420520 ERVAL VELHO";211;32;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2484;-;-;-;-;-;-;-;-;-;-;14;-;4;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;21;-;-;10;2785
12/2024;qtd_aprovada;"420530 FAXINAL DOS GUEDES";-;55;-;1864;-;11;-;-;-;-;-;-;45;-;-;31;2850;-;-;-;-;-;-;-;-;-;-;10;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;1823;6719
12/2024;qtd_aprovada;"420535 FLOR DO SERTAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;201;201
12/2024;qtd_aprovada;"420540 FLORIANOPOLIS";8611;9993;3513;147009;7086;15242;2527;4090;665;76;516;-;38817;82270;16843;6707;228329;1603;1119;3111;3812;22406;1895;-;1008;-;-;3227;-;21;439;17;175;51;79;1;-;-;1;289;-;388;26;2229;-;-;1;67;-;7829921;45566;86;-;25681;8515513
12/2024;qtd_aprovada;"420543 FORMOSA DO SUL";127;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;4387;-;-;-;-;-;115;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;41;-;-;917;5598
12/2024;qtd_aprovada;"420545 FORQUILHINHA";29901;52;127;8187;331;151;127;41;43;-;24;-;182;-;-;835;40571;1220;-;-;-;-;1280;-;-;-;-;134;-;2;-;1;-;-;-;-;-;-;-;114;-;-;-;-;-;-;-;-;-;-;21;-;-;288;83632
12/2024;qtd_aprovada;"420550 FRAIBURGO";1360;8;75;2312;-;503;41;92;-;-;-;-;277;-;-;1064;22793;420;201;-;-;-;73;-;-;-;-;117;-;15;140;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3487;32979
12/2024;qtd_aprovada;"420555 FREI ROGERIO";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
12/2024;qtd_aprovada;"420560 GALVAO";-;20;-;251;-;-;-;-;-;-;-;-;-;-;-;-;380;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;642;1299
12/2024;qtd_aprovada;"420570 GAROPABA";3;2523;59;16235;-;1037;-;-;-;-;-;-;16;-;-;364;19200;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6086;45586
12/2024;qtd_aprovada;"420580 GARUVA";-;29;-;6597;-;748;138;-;-;-;-;-;146;-;-;47;791;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8508
12/2024;qtd_aprovada;"420590 GASPAR";192;1275;91;6037;591;1241;606;212;1;-;17;-;549;-;4;136;21079;637;30;-;-;-;442;-;-;-;-;234;-;6;-;-;-;-;1;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;-;-;2019;35441
12/2024;qtd_aprovada;"420600 GOVERNADOR CELSO RAMOS";-;105;4;7758;46;-;254;28;8;-;-;-;1;-;-;145;505;447;-;-;-;-;76;-;-;-;-;10;-;10;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3968;13366
12/2024;qtd_aprovada;"420610 GRAO-PARA";-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;44;898;133;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1088
12/2024;qtd_aprovada;"420620 GRAVATAL";-;59;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1221;97;-;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;1534
12/2024;qtd_aprovada;"420630 GUABIRUBA";163;54;24;7160;-;48;-;-;-;-;-;-;4;-;-;409;9385;-;-;-;-;-;402;-;-;-;-;11;-;-;-;12;-;-;-;-;-;-;-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17716
12/2024;qtd_aprovada;"420640 GUARACIABA";-;-;-;887;-;216;-;-;-;-;-;-;27;-;-;17;2280;11;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;2437;5891
12/2024;qtd_aprovada;"420650 GUARAMIRIM";2679;110;839;14382;-;1935;635;-;-;-;11;-;369;-;-;3163;51377;337;1;-;-;-;2049;-;46;-;-;277;-;34;89;-;-;-;4;-;-;-;-;196;-;24;-;-;-;-;-;-;-;-;-;-;-;-;78557
12/2024;qtd_aprovada;"420660 GUARUJA DO SUL";264;20;-;28;-;-;-;-;-;-;-;-;7;-;-;-;1722;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;2054
12/2024;qtd_aprovada;"420665 GUATAMBU";14;24;-;1324;-;-;-;-;-;-;-;-;5;-;6;-;308;211;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1895
12/2024;qtd_aprovada;"420670 HERVAL D'OESTE";1047;143;76;7727;-;-;-;-;-;-;-;-;72;-;-;818;18807;343;-;-;-;-;153;-;8;-;-;3;-;7;-;5;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;800;30026
12/2024;qtd_aprovada;"420675 IBIAM";1231;52;2;268;-;-;-;-;-;-;-;-;-;-;-;117;1719;86;-;-;-;-;59;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;186;3756
12/2024;qtd_aprovada;"420680 IBICARE";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;15;40;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;956;1019
12/2024;qtd_aprovada;"420690 IBIRAMA";12420;38;37;6600;-;1891;86;347;-;-;1;-;192;11;-;225;14996;169;44;-;-;21;443;-;98;-;-;133;-;8;-;-;2;22;9;-;-;1;-;122;-;5;-;-;-;-;-;-;-;-;-;-;-;5070;42991
12/2024;qtd_aprovada;"420700 ICARA";4456;81;172;16019;-;2516;370;108;-;-;1;-;302;-;-;179;20719;2404;56;-;-;-;526;-;104;-;-;104;-;8;142;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-;42;-;-;-;48375
12/2024;qtd_aprovada;"420710 ILHOTA";367;-;25;-;-;-;82;16;34;-;-;-;1;-;-;4;2004;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;298;2832
12/2024;qtd_aprovada;"420720 IMARUI";7368;58;27;30;-;107;-;-;-;-;-;-;100;-;-;227;12211;158;-;-;-;-;227;-;44;-;-;11;-;2;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;23;-;-;2701;23323
12/2024;qtd_aprovada;"420730 IMBITUBA";292;146;1;15465;-;1221;-;-;-;-;-;-;173;2;-;146;15354;792;32;-;-;-;228;-;-;-;-;74;-;19;-;-;-;4;-;-;-;-;-;53;-;1;-;-;-;-;-;-;-;-;-;-;-;-;34003
12/2024;qtd_aprovada;"420740 IMBUIA";-;5;-;2457;-;-;69;-;-;-;-;-;-;-;-;-;2854;71;-;-;-;-;11;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;-;-;2988;8493
12/2024;qtd_aprovada;"420750 INDAIAL";662;466;463;21179;981;1790;256;124;-;-;63;-;1128;-;-;232;21475;6934;2;-;-;-;95;-;65;-;-;505;-;32;12;-;11;-;4;-;-;-;-;4;106;-;-;-;-;-;-;-;-;-;-;-;-;1028;57617
12/2024;qtd_aprovada;"420757 IOMERE";-;-;-;2181;-;-;-;-;-;-;-;-;-;-;-;-;91;227;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;651;3161
12/2024;qtd_aprovada;"420760 IPIRA";10;29;-;872;-;-;-;-;-;-;-;-;20;-;-;-;1393;-;-;-;-;-;-;-;-;-;-;5;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2359
12/2024;qtd_aprovada;"420765 IPORA DO OESTE";-;70;-;4126;7;364;106;2;85;-;35;-;43;-;-;5;4038;-;-;-;-;-;-;-;-;-;-;25;-;-;877;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;3169;12997
12/2024;qtd_aprovada;"420768 IPUACU";3687;6;18;1725;-;-;189;-;-;-;-;-;-;-;-;219;5664;235;-;-;-;-;378;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;-;-;-;-;-;8;-;-;726;12896
12/2024;qtd_aprovada;"420770 IPUMIRIM";3330;24;38;215;-;284;42;-;-;-;-;-;32;-;-;180;8443;267;1;-;-;-;782;-;1;-;-;110;-;21;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;506;14303
12/2024;qtd_aprovada;"420775 IRACEMINHA";-;152;1;2186;-;-;1;-;7;-;-;-;4;-;-;-;797;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;1484;4687
12/2024;qtd_aprovada;"420780 IRANI";6862;-;37;880;-;19;-;-;-;-;-;-;-;-;-;538;8452;-;-;-;-;-;526;-;23;-;-;19;-;10;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;21;-;-;2439;19865
12/2024;qtd_aprovada;"420785 IRATI";-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;393;502
12/2024;qtd_aprovada;"420790 IRINEOPOLIS";532;12;24;2178;-;-;16;-;-;-;-;-;-;-;-;231;8779;-;-;-;-;-;364;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;32;-;-;5;12205
12/2024;qtd_aprovada;"420800 ITA";-;-;-;4157;-;267;-;-;-;-;-;-;26;-;-;-;1764;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6226
12/2024;qtd_aprovada;"420810 ITAIOPOLIS";-;37;-;-;-;432;-;-;-;-;-;-;18;-;-;-;2301;293;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1447;4529
12/2024;qtd_aprovada;"420820 ITAJAI";44242;-;1964;127729;3690;4945;2846;2062;384;-;191;4;8839;76;-;4481;127642;248;232;1210;3973;68;5598;-;146;-;-;270;-;7;377;-;20;20;-;-;-;-;-;200;15;85;41;28;-;-;-;31;-;-;104;35;-;-;341803
12/2024;qtd_aprovada;"420830 ITAPEMA";7314;1149;7;26289;216;2672;729;337;323;-;151;-;404;-;-;-;32225;758;101;-;-;-;149;-;-;-;-;133;-;-;-;-;-;-;-;-;-;-;-;50;-;3;-;-;-;-;-;-;-;-;17;-;-;-;73027
12/2024;qtd_aprovada;"420840 ITAPIRANGA";-;4787;-;4363;51;410;6;-;-;-;-;-;45;-;-;51;2699;-;-;-;-;-;-;-;-;-;-;5;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;3822;16290
12/2024;qtd_aprovada;"420845 ITAPOA";41;109;1165;1214;-;-;-;-;-;-;-;-;150;-;-;794;11274;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3374;18145
12/2024;qtd_aprovada;"420850 ITUPORANGA";16520;890;101;12150;-;1311;54;156;-;-;6;-;289;-;-;630;14766;292;23;-;-;-;972;-;192;-;-;80;-;4;-;-;-;-;3;-;-;-;-;293;-;1;-;-;-;-;-;-;-;-;-;-;-;6150;54883
12/2024;qtd_aprovada;"420860 JABORA";4060;-;48;1272;-;65;-;-;-;-;-;-;-;-;-;150;4956;100;-;-;-;-;881;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;256;11812
12/2024;qtd_aprovada;"420870 JACINTO MACHADO";5689;-;33;1539;-;88;-;-;-;-;-;-;16;-;-;312;8131;-;-;-;-;-;254;-;148;-;-;9;-;-;-;-;-;-;-;-;-;-;-;60;-;3;-;-;-;-;-;-;-;-;21;-;-;-;16303
