periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
08/2024;qtd_aprovada;"120005 ASSIS BRASIL";-;-;-;5959;-;324;-;-;-;-;-;-;68;-;-;191;4627;-;-;-;-;-;-;-;-;45;-;3;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11220
08/2024;qtd_aprovada;"120010 BRASILEIA";-;3;5;17213;-;10238;101;49;-;-;-;-;77;187;-;168;11918;185;168;-;757;208;28;-;-;207;-;32;-;-;-;105;-;-;-;-;-;26;-;5;2;-;-;-;-;-;-;-;3;-;-;-;41685
08/2024;qtd_aprovada;"120013 BUJARI";-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;66
08/2024;qtd_aprovada;"120017 CAPIXABA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;165
08/2024;qtd_aprovada;"120020 CRUZEIRO DO SUL";19940;2873;372;59293;-;3061;958;843;558;-;17;-;597;399;75;989;44686;540;258;-;807;255;-;17;-;170;-;9;-;-;1;-;-;-;-;-;-;2;-;29;25;-;-;-;-;-;-;21105;21;75;-;-;157975
08/2024;qtd_aprovada;"120025 EPITACIOLANDIA";20;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;242
08/2024;qtd_aprovada;"120030 FEIJO";-;-;-;7341;-;650;-;-;-;-;-;-;-;-;-;-;3296;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11308
08/2024;qtd_aprovada;"120032 JORDAO";-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
08/2024;qtd_aprovada;"120033 MANCIO LIMA";-;36;792;7632;-;898;-;-;-;-;-;-;52;-;-;1265;13359;111;12;-;-;-;-;-;-;179;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;-;24386
08/2024;qtd_aprovada;"120034 MANOEL URBANO";-;13;52;3645;-;148;-;-;-;-;-;-;8;-;-;40;10711;-;-;-;-;-;-;-;-;60;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14678
08/2024;qtd_aprovada;"120035 MARECHAL THAUMATURGO";-;11;5;4850;-;131;-;-;-;-;-;-;-;-;-;726;9454;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15238
08/2024;qtd_aprovada;"120038 PLACIDO DE CASTRO";830;62;923;6014;-;508;-;-;-;-;-;-;17;-;20;232;7960;-;-;-;-;-;3;-;-;120;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16692
08/2024;qtd_aprovada;"120039 PORTO WALTER";271;7;-;-;-;55;-;-;-;-;-;-;30;-;-;157;2853;-;-;-;-;-;3;-;2;9;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3390
08/2024;qtd_aprovada;"120040 RIO BRANCO";45279;1519;7413;303566;6308;16814;5059;7002;2375;100;256;50;11125;2975;497;20711;415959;3712;634;945;4635;2140;14627;741;-;4123;-;141;481;1;11;-;57;-;-;-;-;1931;-;292;19;410;-;-;-;198;-;167215;1633;92;-;16161;1067207
08/2024;qtd_aprovada;"120042 RODRIGUES ALVES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;54
08/2024;qtd_aprovada;"120043 SANTA ROSA DO PURUS";-;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;50
08/2024;qtd_aprovada;"120045 SENADOR GUIOMARD";-;7;-;24323;-;568;-;-;-;-;-;-;52;-;-;460;5981;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31470
08/2024;qtd_aprovada;"120050 SENA MADUREIRA";-;49;97;15527;-;2337;54;-;-;-;-;-;78;-;-;225;13422;-;12;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31895
08/2024;qtd_aprovada;"120060 TARAUACA";-;22;-;7544;-;630;-;-;-;-;-;-;-;-;-;-;5426;-;-;-;-;-;-;-;-;116;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13769
08/2024;qtd_aprovada;"120070 XAPURI";-;46;-;7767;-;591;-;-;-;-;-;-;-;-;-;220;9447;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;18102
08/2024;qtd_aprovada;"120080 PORTO ACRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42
08/2024;qtd_aprovada;" MUNICIPIO IGNORADO - AM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"130002 ALVARAES";-;-;1;1156;-;145;225;-;-;-;-;-;-;-;-;-;2035;-;-;-;-;-;-;-;-;20;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3597
08/2024;qtd_aprovada;"130006 AMATURA";-;-;-;2643;-;264;-;-;-;-;-;-;-;-;-;458;8205;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11570
08/2024;qtd_aprovada;"130008 ANAMA";-;-;-;2118;-;310;216;-;-;-;-;-;40;-;-;50;543;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3315
08/2024;qtd_aprovada;"130010 ANORI";-;182;-;7605;-;554;35;-;-;-;-;-;90;-;-;195;3312;-;-;-;-;-;-;-;-;190;-;45;-;55;-;-;70;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12398
08/2024;qtd_aprovada;"130014 APUI";-;46;6;5867;-;603;125;-;-;-;-;-;57;-;-;267;3603;152;7;-;-;12;-;-;-;82;-;14;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;-;-;-;10888
08/2024;qtd_aprovada;"130020 ATALAIA DO NORTE";-;-;-;6227;-;364;369;-;-;-;-;-;83;-;93;307;7759;-;-;-;-;-;-;-;-;91;-;1;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;27;15361
08/2024;qtd_aprovada;"130030 AUTAZES";26;23;-;5172;-;819;527;-;-;-;-;-;321;-;-;237;16219;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23347
08/2024;qtd_aprovada;"130040 BARCELOS";-;22;-;325;-;-;38;-;-;-;-;-;-;-;-;-;1802;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2187
08/2024;qtd_aprovada;"130050 BARREIRINHA";-;33;-;1510;-;331;11;-;-;-;8;-;29;-;-;150;3925;-;-;-;-;-;-;-;-;153;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;6155
08/2024;qtd_aprovada;"130060 BENJAMIN CONSTANT";-;-;-;-;-;501;394;-;-;-;-;-;94;-;-;415;1765;-;7;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3191
08/2024;qtd_aprovada;"130063 BERURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"130068 BOA VISTA DO RAMOS";-;367;-;3335;-;245;124;-;-;-;-;-;-;-;4;-;4358;127;1;-;-;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;8636
08/2024;qtd_aprovada;"130070 BOCA DO ACRE";331;160;-;27817;-;4886;70;-;-;-;-;-;74;-;-;-;4480;-;-;-;-;-;660;-;-;-;-;-;-;-;-;-;-;-;-;-;-;852;-;-;-;-;-;-;-;-;-;-;32;-;-;-;39362
08/2024;qtd_aprovada;"130080 BORBA";102;99;-;37;-;439;80;-;-;-;-;-;57;-;-;1022;5141;387;-;-;-;-;-;80;-;262;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7710
08/2024;qtd_aprovada;"130083 CAAPIRANGA";-;38;-;1185;-;118;169;-;-;-;-;-;42;-;-;-;3830;-;-;-;-;-;-;-;-;94;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;5496
08/2024;qtd_aprovada;"130090 CANUTAMA";-;-;-;752;-;360;30;-;-;-;-;-;129;-;-;227;3122;-;5;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;4683
08/2024;qtd_aprovada;"130100 CARAUARI";2;41;1;17155;-;854;29;-;-;-;-;-;147;-;-;1;8516;-;33;-;-;-;-;-;-;329;-;-;-;-;-;23;-;-;-;-;-;-;37;39;-;-;-;-;-;-;-;-;-;-;-;-;27207
08/2024;qtd_aprovada;"130110 CAREIRO";45;-;23;18767;-;352;406;-;-;-;-;-;72;-;901;487;146123;-;412;-;-;-;-;2161;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;245;170004
08/2024;qtd_aprovada;"130115 CAREIRO DA VARZEA";52;-;3722;3842;-;184;202;-;-;-;-;-;-;-;-;-;1782;-;-;-;-;-;56;-;-;61;-;-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9930
08/2024;qtd_aprovada;"130120 COARI";45;69;105;35401;-;3173;1677;-;-;-;119;-;581;-;-;3153;98481;3742;121;-;-;-;-;-;-;653;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;147323
08/2024;qtd_aprovada;"130130 CODAJAS";33;31;-;638;-;427;159;-;-;-;-;-;200;-;-;3;924;185;-;-;-;-;-;16;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2643
08/2024;qtd_aprovada;"130140 EIRUNEPE";2960;66;2255;3025;-;261;135;-;-;-;-;-;79;-;1;267;10489;374;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;19986
08/2024;qtd_aprovada;"130150 ENVIRA";-;-;522;2985;-;161;13;-;-;-;-;-;1;-;4;390;5250;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9341
08/2024;qtd_aprovada;"130160 FONTE BOA";1380;273;-;10599;-;45;-;-;-;-;-;-;900;-;-;3000;39547;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;55789
08/2024;qtd_aprovada;"130165 GUAJARA";17343;53;52;2083;-;150;86;-;-;-;-;-;24;-;-;283;44185;130;-;-;-;-;10;-;-;91;-;-;-;-;-;-;-;-;-;-;-;1451;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65941
08/2024;qtd_aprovada;"130170 HUMAITA";3828;124;73;24645;-;6155;272;135;-;-;-;19;5710;106;-;1076;68346;520;1037;-;-;12;208;224;-;371;-;121;-;-;6;16;27;7;18;-;-;838;6;3;-;-;-;-;-;-;-;-;-;-;-;634;114537
08/2024;qtd_aprovada;"130180 IPIXUNA";-;-;-;5940;-;335;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6275
08/2024;qtd_aprovada;"130185 IRANDUBA";-;46;-;3485;-;-;176;-;-;-;-;-;-;-;-;276;13060;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;17189
08/2024;qtd_aprovada;"130190 ITACOATIARA";1881;474;1387;81346;-;2264;1066;731;-;-;-;-;1579;193;217;-;97942;6559;-;-;-;181;34;1;-;1067;-;21;-;-;53;-;-;-;-;-;-;3;-;120;-;-;-;-;-;-;-;-;-;-;-;3762;200881
08/2024;qtd_aprovada;"130195 ITAMARATI";-;-;-;11955;-;6560;99;-;-;-;-;-;78;-;-;1045;2080;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;50;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;22005
08/2024;qtd_aprovada;"130200 ITAPIRANGA";-;-;-;2589;-;148;176;-;-;-;-;-;-;-;-;56;3387;-;-;-;-;-;-;-;-;248;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6617
08/2024;qtd_aprovada;"130210 JAPURA";-;49;-;1748;-;136;-;-;-;-;-;-;200;-;-;-;946;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;3104
08/2024;qtd_aprovada;"130220 JURUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"130230 JUTAI";-;-;-;130;-;162;109;-;-;-;-;-;-;-;-;5;396;-;-;-;-;-;-;-;-;78;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;912
08/2024;qtd_aprovada;"130240 LABREA";171;-;76;7874;-;1170;50;-;-;-;-;-;-;-;-;405;4866;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14674
08/2024;qtd_aprovada;"130250 MANACAPURU";12637;98;-;41087;-;2562;2250;-;-;-;-;-;9132;-;52;86;119414;-;14;-;-;-;-;-;-;178;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;187550
08/2024;qtd_aprovada;"130255 MANAQUIRI";-;-;-;744;-;-;118;-;-;-;-;-;-;-;-;-;3933;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4797
08/2024;qtd_aprovada;"130260 MANAUS";33998;93;5830;1049588;24152;51904;38556;16128;5232;771;3652;12;48403;29690;506;19208;992178;39330;797;4093;14477;16151;22221;3540;414;15651;5;578;1985;37;264;103;24;3;-;3;3;2828;2923;1501;172;81;-;-;2;313;-;619606;772;288;-;21275;3089341
08/2024;qtd_aprovada;"130270 MANICORE";1425;53;-;16980;-;1243;342;-;-;-;-;-;287;-;-;3283;10726;1382;69;-;-;-;-;-;-;832;-;32;197;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;107;-;-;65;37042
08/2024;qtd_aprovada;"130280 MARAA";11736;-;-;2162;-;763;291;-;-;-;-;-;-;-;-;471;10668;-;-;-;-;-;-;-;-;257;-;60;-;-;-;-;-;-;-;-;47;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26455
08/2024;qtd_aprovada;"130290 MAUES";43;6402;-;25310;-;2395;392;-;-;-;-;-;454;-;393;839;14443;-;-;-;1;-;81;-;-;528;-;11;-;-;-;-;-;-;-;1;-;28;-;-;-;-;-;-;-;-;-;-;25;-;-;7551;58897
08/2024;qtd_aprovada;"130300 NHAMUNDA";-;-;-;6545;-;508;218;-;-;-;-;-;-;-;-;38;4591;-;-;-;-;-;-;-;-;103;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12003
08/2024;qtd_aprovada;"130310 NOVA OLINDA DO NORTE";85;-;-;17265;-;77;32;-;-;-;-;-;2;-;-;1047;18263;1042;-;-;-;-;-;406;-;493;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46;38758
08/2024;qtd_aprovada;"130320 NOVO AIRAO";-;-;-;6056;-;637;323;-;-;-;-;-;-;-;-;251;6994;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14362
08/2024;qtd_aprovada;"130330 NOVO ARIPUANA";83;47;179;27425;-;783;25;-;-;-;-;-;17;-;57;487;5042;168;-;-;-;-;-;-;-;290;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34604
08/2024;qtd_aprovada;"130340 PARINTINS";10600;-;517;48519;-;2303;1551;260;-;-;35;-;2142;248;2;1401;75494;416;68;-;-;195;643;-;-;1984;-;13;132;1;36;4;1;-;-;5;6;56;-;-;-;-;-;-;-;-;-;-;100;-;-;9320;156052
08/2024;qtd_aprovada;"130350 PAUINI";-;102;-;7973;-;225;195;-;-;-;-;-;31;-;-;-;2831;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;11381
08/2024;qtd_aprovada;"130353 PRESIDENTE FIGUEIREDO";-;-;-;14886;-;1029;275;-;-;-;-;-;150;-;-;225;5603;620;55;-;-;-;109;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22952
08/2024;qtd_aprovada;"130356 RIO PRETO DA EVA";1371;190;-;3756;-;1476;117;-;-;-;-;-;146;-;-;1485;32765;-;-;-;-;-;28;-;-;837;-;21;-;-;-;-;-;-;-;-;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;-;42279
08/2024;qtd_aprovada;"130360 SANTA ISABEL DO RIO NEGRO";-;-;-;1859;-;150;2;-;-;-;-;-;-;-;43;197;3182;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5433
08/2024;qtd_aprovada;"130370 SANTO ANTONIO DO ICA";-;-;-;9552;-;141;-;-;-;-;-;-;-;-;105;693;50;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10541
08/2024;qtd_aprovada;"130380 SAO GABRIEL DA CACHOEIRA";-;120;29;9091;-;564;101;-;-;-;-;-;5;-;-;843;9702;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20548
08/2024;qtd_aprovada;"130390 SAO PAULO DE OLIVENCA";-;-;-;11720;-;1040;386;-;-;-;-;-;-;-;519;131;3363;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;17198
08/2024;qtd_aprovada;"130395 SAO SEBASTIAO DO UATUMA";6;-;-;2862;-;277;94;-;-;-;-;-;663;-;-;247;8322;357;6;-;-;-;-;-;-;307;-;2;-;-;-;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;32;-;-;50;13286
08/2024;qtd_aprovada;"130400 SILVES";-;-;-;3274;-;420;130;-;-;-;-;-;61;-;-;171;6406;-;-;-;-;-;150;-;-;80;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3168;13861
08/2024;qtd_aprovada;"130406 TABATINGA";89;167;-;3511;-;2075;62;-;-;-;-;-;153;-;-;42;6724;180;-;-;-;40;852;-;-;34;-;-;-;-;-;-;-;-;-;-;-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14037
08/2024;qtd_aprovada;"130410 TAPAUA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"130420 TEFE";745;998;131;55380;-;7650;2005;179;-;-;100;-;1147;-;9;1822;42504;4896;444;-;-;-;1059;6861;-;629;-;27;68;-;-;-;-;-;-;-;2;37;-;228;-;-;-;-;-;-;-;-;50;-;-;2488;129459
08/2024;qtd_aprovada;"130423 TONANTINS";17663;-;-;855;-;233;207;-;-;-;-;-;47;-;94;475;13419;-;-;-;-;-;-;-;-;587;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33580
08/2024;qtd_aprovada;"130426 UARINI";-;-;-;4961;-;348;138;-;-;-;-;-;29;-;-;32;2538;-;27;-;-;-;-;-;-;-;-;1;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8084
08/2024;qtd_aprovada;"130430 URUCARA";-;63;-;5373;-;246;105;-;-;-;-;-;30;-;-;56;4382;-;3;-;-;-;-;-;-;46;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;60;10373
08/2024;qtd_aprovada;"130440 URUCURITUBA";-;22;-;3153;-;176;-;-;-;-;-;-;-;-;-;-;1339;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4716
08/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
08/2024;qtd_aprovada;"140002 AMAJARI";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27
08/2024;qtd_aprovada;"140005 ALTO ALEGRE";989;14;-;1882;-;122;-;-;-;-;-;-;-;-;46;123;6554;111;-;-;-;-;26;-;-;25;-;-;-;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9948
08/2024;qtd_aprovada;"140010 BOA VISTA";54334;710;3724;232968;1944;16487;2450;1937;1375;131;131;9;7307;5182;33;3796;149875;1626;1257;1297;3441;1192;6517;8;-;737;-;69;1506;1;10;-;-;-;-;-;-;446;-;29;32;-;-;-;-;-;-;105454;1015;19;-;31407;638456
08/2024;qtd_aprovada;"140015 BONFIM";3;43;-;406;-;-;-;-;-;-;-;-;-;-;-;36;2614;-;-;-;-;-;4;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3110
08/2024;qtd_aprovada;"140017 CANTA";1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;363;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;367
08/2024;qtd_aprovada;"140020 CARACARAI";-;78;-;2673;-;612;-;-;-;-;-;-;18;-;-;323;7205;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10951
08/2024;qtd_aprovada;"140023 CAROEBE";-;-;-;1058;-;248;-;-;-;-;-;-;-;-;-;354;4499;175;-;-;-;-;-;-;-;54;-;3;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6431
08/2024;qtd_aprovada;"140028 IRACEMA";37;4;-;1381;-;-;-;-;-;-;-;-;-;-;-;207;4294;-;-;-;-;-;47;-;-;5;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6023
08/2024;qtd_aprovada;"140030 MUCAJAI";-;-;-;861;-;895;-;-;-;-;-;-;-;-;-;196;8140;-;-;-;-;-;45;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;51;-;-;-;10224
