periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0311 Cuidados paliativos";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"0804 Telessaude";"0901 Atenção em Oncologia";"0902 Atenção em Cardiologia";"0903 Atenção em Ortopedia";"0904 Atenção em Otorrinolaringologia";"0905 Atenção em Oftalmologia";"Total"
01/2026;qtd_aprovada;"352770 LUIZIANIA";2468;17;24;-;-;1;6;-;-;-;-;-;-;-;-;350;7871;261;-;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11216
01/2026;qtd_aprovada;"352780 LUPERCIO";2374;-;146;-;-;-;-;-;-;-;-;-;-;-;-;68;2837;-;-;-;-;-;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5504
01/2026;qtd_aprovada;"352790 LUTECIA";-;-;-;3060;-;-;-;-;-;-;-;-;-;-;-;-;1077;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4191
01/2026;qtd_aprovada;"352800 MACATUBA";3566;137;56;5464;-;467;39;-;-;-;-;-;69;-;-;907;16084;587;-;-;-;-;1279;-;-;-;5;-;5;-;-;-;-;-;-;-;-;-;123;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;28803
01/2026;qtd_aprovada;"352810 MACAUBAL";-;53;-;2065;-;142;-;-;-;-;-;-;60;-;-;-;4071;321;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;6749
01/2026;qtd_aprovada;"352820 MACEDONIA";1482;148;11;602;-;-;-;-;-;-;-;-;46;-;-;4;265;398;-;-;-;-;-;-;-;-;14;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;-;-;485;-;-;-;-;-;-;3463
01/2026;qtd_aprovada;"352830 MAGDA";1143;18;256;2167;-;-;-;-;-;-;-;-;-;-;-;235;2179;-;-;-;-;-;124;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;6125
01/2026;qtd_aprovada;"352840 MAIRINQUE";1078;203;789;20754;196;1630;332;-;-;-;-;-;880;-;-;1644;34164;333;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;62049
01/2026;qtd_aprovada;"352850 MAIRIPORA";2368;113;1728;44207;6;4533;1107;538;-;-;-;-;482;-;-;2663;60897;682;203;-;-;-;176;-;-;-;45;-;1;-;-;-;2;-;-;-;-;-;165;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7;-;-;-;-;-;119924
01/2026;qtd_aprovada;"352860 MANDURI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"352870 MARABA PAULISTA";1271;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1276
01/2026;qtd_aprovada;"352880 MARACAI";5170;611;97;11032;-;2;247;-;-;-;-;-;64;-;-;342;14620;-;-;-;-;-;236;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;52;-;-;-;-;-;-;-;-;-;32517
01/2026;qtd_aprovada;"352885 MARAPOAMA";3395;4;282;-;-;-;-;-;-;-;-;-;25;-;-;172;7361;356;-;-;-;-;65;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;4;-;-;290;-;-;-;-;-;-;11965
01/2026;qtd_aprovada;"352890 MARIAPOLIS";1151;12;4;2;-;-;-;-;-;-;-;-;25;-;-;5;545;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1751
01/2026;qtd_aprovada;"352900 MARILIA";415;561;426;195821;1852;14833;4184;2480;591;256;610;36;28355;10642;1793;53;92301;2626;578;1598;3043;3361;248;323;-;-;1926;-;140;655;2;19;18;87;-;5;11;-;87;59;-;227;13;174;-;-;2;172;-;1098161;3032;112;-;8416;-;1;3;1;-;347;1480656
01/2026;qtd_aprovada;"352910 MARINOPOLIS";783;-;27;873;-;-;-;-;-;-;-;-;-;-;-;133;2632;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;4460
01/2026;qtd_aprovada;"352920 MARTINOPOLIS";-;-;-;3;-;717;267;-;-;-;-;-;272;-;-;57;12620;1171;9;-;-;-;-;-;-;-;66;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;-;-;-;20;15229
01/2026;qtd_aprovada;"352930 MATAO";7335;-;1989;15493;24;3082;1238;343;112;-;90;2;332;200;-;3756;52812;1125;31;-;1989;103;1556;-;-;-;1552;-;11;-;13;-;-;26;-;-;-;-;297;62;-;-;22;-;-;-;-;-;-;-;2;45;-;-;-;-;-;-;-;-;93642
01/2026;qtd_aprovada;"352940 MAUA";276;9639;5868;154247;662;10009;3172;237;-;-;209;-;5306;65;-;5057;180459;626;565;-;1277;44;853;52;-;-;417;-;8;48;-;2;9;3;-;-;-;-;24;-;-;3;12;-;-;-;-;-;-;-;89;8;-;-;-;9;-;9;-;-;379264
01/2026;qtd_aprovada;"352950 MENDONCA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"352960 MERIDIANO";-;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;238;164;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;543
01/2026;qtd_aprovada;"352965 MESOPOLIS";-;4;-;2056;-;-;-;-;-;-;-;-;-;-;-;-;232;190;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;429;-;-;-;-;-;-;2911
01/2026;qtd_aprovada;"352970 MIGUELOPOLIS";191;-;1;2052;-;720;-;8;-;-;-;-;169;-;-;367;21885;1;-;-;-;-;-;-;-;-;49;-;1;-;-;-;-;-;-;-;-;-;-;-;-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25512
01/2026;qtd_aprovada;"352980 MINEIROS DO TIETE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"352990 MIRACATU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353000 MIRA ESTRELA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353010 MIRANDOPOLIS";8357;-;175;2688;-;1309;151;1051;-;-;-;-;1127;-;-;2058;38935;1061;30;-;-;-;656;67;-;-;19;-;1;-;-;-;6;1;-;-;-;-;29;1;-;40;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;57816
01/2026;qtd_aprovada;"353020 MIRANTE DO PARANAPANEMA";822;127;14;3690;-;946;304;-;-;-;-;-;123;-;-;470;9972;532;-;-;-;-;5;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3591;-;-;-;-;-;-;20616
01/2026;qtd_aprovada;"353030 MIRASSOL";171;157;2;17652;-;178;-;-;-;-;-;-;-;-;-;-;614;-;-;-;-;-;383;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;19285
01/2026;qtd_aprovada;"353040 MIRASSOLANDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353050 MOCOCA";18772;-;414;16651;184;1510;249;85;-;-;-;-;536;-;-;1109;64073;1110;8;-;-;-;686;1;-;-;29;-;29;1;-;-;-;-;-;-;-;-;35;-;-;47;-;-;-;-;-;-;-;-;62;-;-;1916;-;-;-;-;-;-;107507
01/2026;qtd_aprovada;"353060 MOGI DAS CRUZES";38687;368;24005;232988;1748;17880;8425;3483;783;27;805;2;18442;820;1;19623;317520;29530;1900;1303;4015;435;10874;281;-;18;1232;-;108;120;29;124;12;27;18;-;3;-;937;1;-;251;67;-;-;-;-;-;-;835717;7921;96;-;-;-;1;1;181;15;6;1580830
01/2026;qtd_aprovada;"353070 MOGI GUACU";-;-;59;8053;128;561;623;-;-;-;219;-;1016;-;-;-;5366;-;10;-;-;-;-;534;-;-;104;-;11;134;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16820
01/2026;qtd_aprovada;"353080 MOGI MIRIM";12247;349;3864;6186;93;4324;1257;607;-;-;265;-;1288;32;-;2423;83414;4351;64;-;1808;14;1325;-;-;-;272;-;11;-;14;-;9;1;-;-;2;-;188;-;-;4;11;-;-;-;-;-;-;-;55;12;-;-;-;-;3;-;-;-;124493
01/2026;qtd_aprovada;"353090 MOMBUCA";140;-;-;-;-;168;-;-;-;-;-;-;175;-;-;144;4613;-;-;-;-;-;433;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5673
01/2026;qtd_aprovada;"353100 MONCOES";250;4;-;238;-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1770;-;-;-;-;-;-;2310
01/2026;qtd_aprovada;"353110 MONGAGUA";30;203;6680;-;-;7632;796;282;-;-;-;-;1539;13;-;3171;73453;249;77;-;-;-;110;8;-;-;199;-;2;-;-;-;12;2;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6756;-;-;-;-;-;-;101297
01/2026;qtd_aprovada;"353120 MONTE ALEGRE DO SUL";2794;-;143;9420;-;-;-;-;-;-;-;-;56;-;-;340;7235;423;-;-;-;-;1;1;-;-;17;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20435
01/2026;qtd_aprovada;"353130 MONTE ALTO";2639;309;98;31692;8;1680;358;322;37;12;58;-;809;-;-;1355;64144;380;13;-;-;-;738;7;-;-;178;-;8;53;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;104996
01/2026;qtd_aprovada;"353140 MONTE APRAZIVEL";16864;88;1358;11482;-;887;773;-;-;-;58;-;1737;-;-;2423;42732;1754;2;-;-;-;887;-;-;-;37;-;20;166;-;-;-;-;-;-;-;-;144;-;-;-;-;-;-;-;-;-;-;-;76;-;-;1192;-;-;-;-;93;-;82773
01/2026;qtd_aprovada;"353150 MONTE AZUL PAULISTA";75;5445;118;-;-;432;838;-;-;-;-;-;7516;-;-;485;18879;2003;-;-;-;-;-;294;-;-;3;-;-;724;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;36849
01/2026;qtd_aprovada;"353160 MONTE CASTELO";1110;-;2129;1;-;-;-;-;-;-;-;-;-;-;-;418;6156;60;-;-;-;-;134;-;-;-;14;-;4;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10035
01/2026;qtd_aprovada;"353170 MONTEIRO LOBATO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2408;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;2428
01/2026;qtd_aprovada;"353180 MONTE MOR";117;68;1498;29653;2;2275;493;-;-;-;5;-;693;-;-;1206;41519;897;67;-;-;5;276;-;-;-;81;-;-;-;-;-;-;1;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2251;-;-;-;-;-;-;81136
01/2026;qtd_aprovada;"353190 MORRO AGUDO";29061;4725;334;14334;4;1426;441;134;-;-;53;5;537;-;-;704;33192;100;15;-;-;-;2044;161;-;-;95;-;9;-;-;1;-;24;-;-;-;-;334;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;87739
01/2026;qtd_aprovada;"353200 MORUNGABA";2030;-;186;14273;-;611;341;4;-;-;-;-;347;-;-;884;24829;725;2;-;-;-;219;2;-;-;40;-;-;-;-;-;1;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3067;-;-;-;-;-;-;47577
01/2026;qtd_aprovada;"353205 MOTUCA";1174;1081;196;-;-;-;-;-;-;-;-;-;-;-;-;304;4698;-;-;-;-;-;181;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;7663
01/2026;qtd_aprovada;"353210 MURUTINGA DO SUL";736;32;23;1959;-;-;-;-;-;-;-;-;-;-;-;19;41;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1014;-;-;-;-;-;-;3824
01/2026;qtd_aprovada;"353215 NANTES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353220 NARANDIBA";1707;138;8;3219;-;-;-;-;-;-;-;-;68;-;-;584;5843;819;-;-;-;-;-;1;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;463;-;-;-;-;-;-;12854
01/2026;qtd_aprovada;"353230 NATIVIDADE DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353240 NAZARE PAULISTA";3;547;1;7709;-;916;-;-;-;-;-;-;167;-;14;662;17780;317;-;-;-;-;-;-;-;-;41;-;3;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28198
01/2026;qtd_aprovada;"353250 NEVES PAULISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353260 NHANDEARA";56;18;-;1693;-;794;328;-;-;-;-;-;276;-;-;30;10874;609;17;-;-;-;-;-;-;-;45;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;744;-;-;-;-;-;-;15491
01/2026;qtd_aprovada;"353270 NIPOA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353280 NOVA ALIANCA";269;40;125;35;-;11;53;-;-;-;-;-;147;-;-;290;6765;207;-;-;-;-;38;12;-;-;12;-;23;-;-;-;-;-;-;-;-;-;48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;150;-;-;-;-;-;-;8225
01/2026;qtd_aprovada;"353282 NOVA CAMPINA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353284 NOVA CANAA PAULISTA";1778;6;138;-;-;1;-;-;-;-;-;-;8;-;-;170;3350;960;-;-;-;-;55;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1560;-;-;-;-;-;-;8026
01/2026;qtd_aprovada;"353286 NOVA CASTILHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353290 NOVA EUROPA";193;-;-;2611;-;268;52;-;-;-;-;-;100;-;-;517;6706;210;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;701;-;-;-;4;-;-;11442
01/2026;qtd_aprovada;"353300 NOVA GRANADA";-;-;4;685;-;780;83;-;-;-;-;-;15;-;-;-;265;440;13;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2314
01/2026;qtd_aprovada;"353310 NOVA GUATAPORANGA";1081;-;235;-;-;-;-;-;-;-;-;-;-;-;-;146;1351;272;-;-;-;-;52;-;-;-;155;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;1375;-;-;-;-;-;-;4687
01/2026;qtd_aprovada;"353320 NOVA INDEPENDENCIA";6;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
01/2026;qtd_aprovada;"353325 NOVAIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353330 NOVA LUZITANIA";1470;3;3;-;-;23;-;-;-;-;-;-;-;-;-;256;4828;47;-;-;-;-;196;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;6;-;-;422;-;-;-;-;-;-;7281
01/2026;qtd_aprovada;"353340 NOVA ODESSA";153;-;564;46173;212;16;-;-;45;-;-;-;161;-;-;1494;40704;826;-;-;-;-;372;-;-;-;87;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;90927
01/2026;qtd_aprovada;"353350 NOVO HORIZONTE";14176;527;1703;13598;31;1300;831;324;-;-;54;-;933;-;-;968;44060;665;24;-;-;-;1348;-;-;-;95;-;11;-;-;-;9;6;-;-;-;-;185;-;-;52;-;-;-;-;-;-;-;-;14;-;-;2375;-;-;-;-;-;-;83289
01/2026;qtd_aprovada;"353360 NUPORANGA";21;-;-;-;-;59;-;-;-;-;-;-;-;-;-;285;6845;595;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7859
01/2026;qtd_aprovada;"353370 OCAUCU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
01/2026;qtd_aprovada;"353380 OLEO";-;43;-;1925;-;18;48;-;-;-;-;-;8;-;-;11;188;342;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2583
01/2026;qtd_aprovada;"353390 OLIMPIA";1228;-;7;37835;317;2533;1008;284;-;-;59;-;1075;4;-;1378;26945;1243;-;-;657;2;631;-;-;-;115;-;2;115;-;-;-;1;-;-;-;-;199;-;-;59;4;-;-;-;-;-;-;-;28;4;-;130;-;-;21;15;9;-;75908
01/2026;qtd_aprovada;"353400 ONDA VERDE";299;38;155;-;-;-;-;-;-;-;-;-;21;-;-;368;8374;217;-;-;-;-;196;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;9701
01/2026;qtd_aprovada;"353410 ORIENTE";134;2449;-;-;-;2;35;-;-;-;-;-;24;-;-;131;4720;228;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;124;-;-;9;4;-;-;7884
01/2026;qtd_aprovada;"353420 ORINDIUVA";-;14;-;2970;-;197;107;-;-;-;-;-;39;-;-;30;1098;238;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;5110;-;-;-;-;-;-;9829
01/2026;qtd_aprovada;"353430 ORLANDIA";1157;-;246;4088;52;1403;5;64;-;-;-;-;133;-;-;1264;27781;177;17;-;-;-;858;-;-;-;130;-;4;-;-;-;-;26;-;-;7;-;145;-;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;60;-;47;-;-;37681
01/2026;qtd_aprovada;"353440 OSASCO";108257;314;63509;536226;4180;24488;10085;2021;1174;-;369;6;5974;31;-;27674;609312;2965;473;-;5437;20;14358;205;-;-;1673;-;184;-;1;25;91;71;-;-;-;-;1772;-;-;334;15;-;-;-;-;-;-;2249038;9614;8;-;-;-;19;35;-;-;-;3679958
01/2026;qtd_aprovada;"353450 OSCAR BRESSANE";1862;-;197;-;-;1;-;-;-;-;-;-;-;-;-;454;5426;-;-;-;-;-;285;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;18;2;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;8267
01/2026;qtd_aprovada;"353460 OSVALDO CRUZ";955;93;94;783;-;1306;129;21;-;-;11;-;496;-;-;488;13769;152;69;-;-;-;306;-;-;-;239;-;6;-;-;-;8;-;-;-;2;2;27;2;-;-;-;-;-;-;-;-;-;-;-;-;-;3266;-;-;-;-;-;-;22224
01/2026;qtd_aprovada;"353470 OURINHOS";11800;389;281;52857;1056;1708;2202;444;627;-;360;19;2004;1531;-;91;29224;9037;56;560;2218;1105;78;28;-;-;389;-;-;81;-;4;37;4;-;-;-;-;39;1;-;89;25;-;-;-;-;-;-;-;52;34;-;-;-;-;-;-;-;-;118430
01/2026;qtd_aprovada;"353475 OUROESTE";4697;-;97;5145;-;990;-;-;-;-;-;-;81;-;-;687;26420;913;1;-;-;-;778;-;-;-;23;-;4;-;-;-;-;-;-;-;-;-;41;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;39907
01/2026;qtd_aprovada;"353480 OURO VERDE";1128;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;338;391;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2979;-;-;-;-;-;-;4856
01/2026;qtd_aprovada;"353490 PACAEMBU";4076;73;138;-;-;-;-;-;-;-;-;-;75;-;-;515;8825;600;-;-;-;-;486;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;14923
01/2026;qtd_aprovada;"353500 PALESTINA";8081;20;361;804;-;143;239;-;-;-;-;-;26;-;-;1450;18129;577;4;-;-;-;423;21;-;-;25;-;-;-;-;-;-;-;-;-;-;-;50;-;-;-;-;-;-;-;-;-;-;-;17;-;-;2880;-;-;-;-;-;-;33250
