periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
04/2024;qtd_aprovada;"412550 SAO JOSE DOS PINHAIS";14653;1616;10682;163022;2199;2935;2008;1092;93;-;41;-;3788;340;-;15922;272260;1256;315;-;2064;182;8446;577;2;433;-;43;-;-;36;-;-;-;-;-;1;630;142;-;1;-;-;-;-;-;-;7863;60;-;-;512702
04/2024;qtd_aprovada;"412555 SAO MANOEL DO PARANA";2956;24;195;154;-;-;-;-;-;-;-;-;-;-;-;70;3594;46;-;-;-;-;171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;7217
04/2024;qtd_aprovada;"412560 SAO MATEUS DO SUL";11;-;-;4058;-;127;-;-;-;-;-;-;657;-;-;647;12416;763;-;-;-;-;15;-;-;177;-;47;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;22;-;-;-;18943
04/2024;qtd_aprovada;"412570 SAO MIGUEL DO IGUACU";4946;55;438;1952;-;69;-;-;-;-;-;-;75;-;-;1593;34898;244;-;-;-;-;1536;-;-;8;-;2;-;-;-;-;-;-;-;-;-;127;-;55;-;-;-;-;-;-;-;-;-;-;-;45998
04/2024;qtd_aprovada;"412575 SAO PEDRO DO IGUACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;669;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;669
04/2024;qtd_aprovada;"412580 SAO PEDRO DO IVAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;864;-;-;-;-;-;-;-;-;61;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;925
04/2024;qtd_aprovada;"412590 SAO PEDRO DO PARANA";-;-;-;355;-;-;-;-;-;-;-;-;-;-;-;-;282;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;637
04/2024;qtd_aprovada;"412600 SAO SEBASTIAO DA AMOREIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2632;-;-;-;-;-;-;-;-;19;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2655
04/2024;qtd_aprovada;"412610 SAO TOME";3902;-;165;474;-;-;-;-;-;-;-;-;10;-;-;392;11430;-;-;-;-;-;521;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;16927
04/2024;qtd_aprovada;"412620 SAPOPEMA";-;36;-;60;-;173;-;-;-;-;-;-;-;-;-;-;740;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1009
04/2024;qtd_aprovada;"412625 SARANDI";17410;582;315;5570;-;1383;36;432;-;-;-;-;387;-;-;2112;49637;1258;1408;-;-;-;1032;36;-;280;-;22;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;82012
04/2024;qtd_aprovada;"412627 SAUDADE DO IGUACU";-;54;-;-;-;-;-;-;-;-;-;-;-;-;-;10;3033;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3160
04/2024;qtd_aprovada;"412630 SENGES";-;-;-;2343;-;129;22;-;-;-;-;-;33;-;-;24;539;329;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3419
04/2024;qtd_aprovada;"412635 SERRANOPOLIS DO IGUACU";1373;8;371;-;-;6;-;-;-;-;-;-;-;-;-;182;5619;-;-;-;-;-;381;-;-;3;-;-;-;-;-;-;-;-;-;-;-;23;-;10;-;-;-;-;-;-;-;-;-;-;-;7976
04/2024;qtd_aprovada;"412640 SERTANEJA";3043;7;50;348;-;44;-;-;-;-;-;-;-;-;-;937;15386;-;-;-;-;-;471;-;-;1;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;20322
04/2024;qtd_aprovada;"412650 SERTANOPOLIS";6492;121;-;537;-;259;13;-;-;-;-;-;15;-;-;-;5177;-;-;-;-;-;595;-;-;39;-;-;-;-;-;-;-;-;-;-;-;163;-;-;-;-;-;-;-;-;-;18;-;-;-;13429
04/2024;qtd_aprovada;"412660 SIQUEIRA CAMPOS";-;-;706;169;-;443;-;-;-;-;-;-;130;-;-;-;8322;-;8;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9803
04/2024;qtd_aprovada;"412665 SULINA";960;-;3;-;-;-;23;-;-;-;-;-;27;-;-;209;5128;322;-;-;-;-;177;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;20;-;-;-;6890
04/2024;qtd_aprovada;"412667 TAMARANA";-;33;-;1012;-;170;59;-;-;-;-;-;64;-;-;-;2725;25;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4108
04/2024;qtd_aprovada;"412670 TAMBOARA";-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1156
04/2024;qtd_aprovada;"412680 TAPEJARA";16797;-;78;2561;-;-;-;-;-;-;-;-;-;-;-;1068;20252;323;-;-;-;-;529;-;-;104;-;18;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-;-;-;-;41831
04/2024;qtd_aprovada;"412690 TAPIRA";72;-;8;-;-;-;-;-;-;-;-;-;-;-;-;1801;9608;362;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;11950
04/2024;qtd_aprovada;"412700 TEIXEIRA SOARES";668;185;31;241;-;1;-;-;-;-;-;-;200;-;-;165;7870;-;-;-;-;-;405;-;-;56;-;6;-;-;-;-;-;-;-;-;-;78;-;-;-;-;-;-;-;-;-;-;-;-;-;9906
04/2024;qtd_aprovada;"412710 TELEMACO BORBA";9;249;-;961;-;864;-;121;38;-;-;-;82;-;-;-;9992;390;43;-;1017;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;161327;-;21;-;-;175126
04/2024;qtd_aprovada;"412720 TERRA BOA";14115;-;135;9876;-;12;-;-;-;-;-;-;7;-;-;1381;21710;894;5;-;-;-;681;-;-;41;-;2;-;-;-;-;-;-;-;-;-;74;-;49;-;-;-;-;-;-;-;34;-;-;311;49327
04/2024;qtd_aprovada;"412730 TERRA RICA";10785;-;164;858;-;1;-;-;-;-;-;-;-;-;-;374;17611;-;-;-;-;-;351;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;-;-;-;-;-;-;-;-;-;30183
04/2024;qtd_aprovada;"412740 TERRA ROXA";9154;5;107;-;-;-;-;-;-;-;-;-;-;-;-;797;13127;207;-;-;-;-;573;-;-;4;-;-;-;-;-;-;-;-;-;-;-;72;-;-;-;-;-;-;-;-;-;-;-;-;-;24046
04/2024;qtd_aprovada;"412750 TIBAGI";-;-;25;2203;-;16;-;-;-;-;-;-;-;-;-;-;3646;-;-;-;-;-;-;-;-;36;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5926
04/2024;qtd_aprovada;"412760 TIJUCAS DO SUL";9694;447;284;-;-;332;-;-;-;-;-;-;212;-;-;1442;13545;299;-;-;-;-;681;20;-;8;-;-;-;-;-;-;-;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;27063
04/2024;qtd_aprovada;"412770 TOLEDO";581;386;22;110434;91;6404;3156;669;276;-;208;-;4064;-;-;916;71433;2913;10;-;1903;-;1233;156;-;112;-;11;-;-;1;-;-;-;-;-;-;38;-;-;7;-;-;-;-;-;531284;139;4;-;-;736451
04/2024;qtd_aprovada;"412780 TOMAZINA";-;-;-;452;-;122;-;-;-;-;-;-;-;-;-;-;1805;-;21;-;-;-;-;-;-;-;-;43;-;-;-;-;3;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2448
04/2024;qtd_aprovada;"412785 TRES BARRAS DO PARANA";-;30;-;1559;-;-;-;-;-;-;-;-;-;-;-;-;1074;388;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;3135
04/2024;qtd_aprovada;"412788 TUNAS DO PARANA";-;-;-;2295;-;91;25;-;-;-;-;-;-;-;-;2;1478;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4151
04/2024;qtd_aprovada;"412790 TUNEIRAS DO OESTE";-;32;-;-;-;-;22;-;-;-;-;-;-;-;19;37;344;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;478
04/2024;qtd_aprovada;"412795 TUPASSI";-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;286;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;386
04/2024;qtd_aprovada;"412796 TURVO";16668;76;275;716;-;90;-;-;-;-;-;-;58;-;-;408;13738;61;-;-;-;-;1657;151;-;8;-;81;-;-;-;-;-;-;-;-;-;197;-;-;-;-;-;-;-;-;-;-;-;-;-;34184
04/2024;qtd_aprovada;"412800 UBIRATA";605;-;8;2468;-;296;-;-;-;-;-;-;271;-;-;51;6748;35;-;-;-;-;78;12;-;20;-;1;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;63;-;-;-;10668
04/2024;qtd_aprovada;"412810 UMUARAMA";3209;-;464;122853;3779;8124;2878;2078;612;60;353;-;4637;-;-;8;68067;6086;1480;1159;2113;2;708;245;-;471;-;17;378;-;13;39;10;-;-;-;-;72;-;323;20;-;-;-;-;9;346718;168;55;-;9397;586605
04/2024;qtd_aprovada;"412820 UNIAO DA VITORIA";-;277;10;6457;25;1020;578;129;230;-;78;-;145;-;-;348;12898;1973;-;-;898;-;-;284;-;2;-;-;-;-;-;-;7;-;-;-;-;-;-;-;9;-;-;-;-;-;208614;1241;7;-;-;235230
04/2024;qtd_aprovada;"412830 UNIFLOR";-;104;-;308;-;7;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;420
04/2024;qtd_aprovada;"412840 URAI";-;68;-;-;-;-;-;-;-;-;-;-;-;-;-;-;692;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;760
04/2024;qtd_aprovada;"412850 WENCESLAU BRAZ";8079;150;158;1008;-;510;-;-;-;-;-;-;-;-;-;553;13595;-;-;-;-;-;211;-;-;12;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;24291
04/2024;qtd_aprovada;"412853 VENTANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;730;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;730
04/2024;qtd_aprovada;"412855 VERA CRUZ DO OESTE";-;88;54;-;-;-;-;-;-;-;-;-;-;-;-;-;479;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;621
04/2024;qtd_aprovada;"412860 VERE";3484;-;97;-;-;-;-;-;-;-;-;-;-;-;-;221;7979;70;-;-;-;-;181;-;-;2;-;-;-;-;-;-;-;-;-;-;-;67;-;-;-;-;-;-;-;-;-;-;-;-;-;12101
04/2024;qtd_aprovada;"412862 ALTO PARAISO";803;24;11;2;-;-;-;-;-;-;-;-;-;-;-;294;3843;-;-;-;-;-;64;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;5061
04/2024;qtd_aprovada;"412863 DOUTOR ULYSSES";1043;5;19;4466;-;6;-;-;-;-;-;-;90;-;-;81;1190;-;-;-;-;-;88;-;-;14;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;7033
04/2024;qtd_aprovada;"412865 VIRMOND";-;9;-;967;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;976
04/2024;qtd_aprovada;"412870 VITORINO";-;-;-;622;-;-;-;-;-;-;-;-;-;-;-;-;340;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;962
04/2024;qtd_aprovada;"412880 XAMBRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;200;2043;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2243
04/2024;qtd_aprovada;" MUNICIPIO IGNORADO - SC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"420005 ABDON BATISTA";-;9;-;1463;-;59;42;-;-;-;-;-;35;-;-;5;132;242;-;-;-;-;147;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1283;3417
04/2024;qtd_aprovada;"420010 ABELARDO LUZ";6220;318;100;22297;-;614;22;-;-;-;-;-;36;-;-;432;25173;-;4;-;-;-;546;-;-;52;-;16;-;-;-;-;-;-;-;-;-;145;-;-;-;-;-;-;-;-;-;43;-;-;9846;65864
04/2024;qtd_aprovada;"420020 AGROLANDIA";8177;53;137;6916;-;2;-;-;-;-;-;-;45;-;-;228;9982;-;-;-;-;-;95;2;-;28;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;25690
04/2024;qtd_aprovada;"420030 AGRONOMICA";1887;6;60;3732;-;-;-;-;-;-;-;-;65;-;-;201;4537;314;-;-;-;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;2219;13126
04/2024;qtd_aprovada;"420040 AGUA DOCE";767;-;41;4991;10;55;-;-;-;-;-;-;144;-;-;-;1298;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;-;-;500;7816
04/2024;qtd_aprovada;"420050 AGUAS DE CHAPECO";1;64;-;2995;-;-;-;-;-;-;-;-;-;-;-;3;93;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1025;4181
04/2024;qtd_aprovada;"420055 AGUAS FRIAS";-;-;-;3563;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;922;4503
04/2024;qtd_aprovada;"420060 AGUAS MORNAS";-;23;-;6019;-;170;207;-;6;-;-;-;-;-;-;-;3303;448;-;-;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;354;10558
04/2024;qtd_aprovada;"420070 ALFREDO WAGNER";-;22;-;26;-;-;-;-;-;-;-;-;15;-;-;-;672;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;735
04/2024;qtd_aprovada;"420075 ALTO BELA VISTA";97;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;198
04/2024;qtd_aprovada;"420080 ANCHIETA";765;89;222;3870;-;-;-;-;-;-;-;-;-;-;-;72;6828;261;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;1690;13845
04/2024;qtd_aprovada;"420090 ANGELINA";803;-;37;1345;-;289;55;-;-;-;-;-;4;-;-;160;5818;-;10;-;-;-;298;-;-;13;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;8845
04/2024;qtd_aprovada;"420100 ANITA GARIBALDI";-;-;-;3448;-;346;-;-;-;-;-;-;71;-;-;-;2156;-;26;-;-;-;-;291;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6380
04/2024;qtd_aprovada;"420110 ANITAPOLIS";-;-;-;1078;-;50;-;-;-;-;-;-;34;-;-;32;1233;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1771;4215
04/2024;qtd_aprovada;"420120 ANTONIO CARLOS";-;-;-;5742;-;17;419;28;67;-;113;-;139;-;-;37;1701;1336;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1118;10718
04/2024;qtd_aprovada;"420125 APIUNA";2493;3;34;9166;24;27;-;-;-;-;-;-;4;-;-;285;11168;458;1;-;-;-;673;-;-;4;-;-;-;-;-;-;-;-;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;1813;26206
04/2024;qtd_aprovada;"420127 ARABUTA";4377;31;10;1478;-;-;-;-;-;-;-;-;10;-;-;51;4675;-;-;-;-;-;288;206;-;20;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;16;-;-;1684;12865
04/2024;qtd_aprovada;"420130 ARAQUARI";1602;203;277;16506;-;-;-;-;-;-;3;-;-;-;-;376;25786;1345;1;-;-;-;-;-;-;3;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;46111
04/2024;qtd_aprovada;"420140 ARARANGUA";47;289;85;18784;-;7480;813;634;-;-;140;-;4691;-;-;114;41157;834;-;-;903;-;-;-;-;224;-;-;113;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;6;-;1725;78041
04/2024;qtd_aprovada;"420150 ARMAZEM";1022;-;93;4624;-;203;13;-;-;-;-;-;150;-;-;435;10157;-;1;-;-;-;112;-;-;33;-;-;-;-;-;-;-;-;-;-;-;17;-;7;-;-;-;-;-;-;-;-;-;-;1180;18047
04/2024;qtd_aprovada;"420160 ARROIO TRINTA";-;-;31;1591;-;-;-;-;-;-;-;-;12;-;-;-;330;-;-;-;-;-;-;-;-;31;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1277;3272
04/2024;qtd_aprovada;"420165 ARVOREDO";86;-;17;158;-;-;-;-;-;-;-;-;7;-;-;42;2633;-;-;-;-;-;90;-;-;4;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;3;3058
04/2024;qtd_aprovada;"420170 ASCURRA";2698;-;76;5922;-;17;-;-;-;-;-;-;-;-;-;290;7505;419;1;-;-;-;477;-;-;17;-;11;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;17459
04/2024;qtd_aprovada;"420180 ATALANTA";-;128;-;-;-;-;-;-;-;-;-;-;38;-;-;29;225;87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;507
04/2024;qtd_aprovada;"420190 AURORA";-;-;-;3187;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3187
04/2024;qtd_aprovada;"420195 BALNEARIO ARROIO DO SILVA";1487;-;22;9791;-;7;-;-;-;-;-;-;-;-;-;124;3237;567;-;-;-;-;313;-;-;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;15574
04/2024;qtd_aprovada;"420200 BALNEARIO CAMBORIU";11;-;50;59325;342;5625;1599;791;253;20;142;-;4122;1;-;148;62340;2814;175;-;2719;2;136;93;-;37;-;34;-;-;1;-;2;-;-;-;-;53;-;4;22;-;-;-;-;-;-;-;52;-;805;141718
04/2024;qtd_aprovada;"420205 BALNEARIO BARRA DO SUL";828;-;163;2963;-;-;76;-;-;-;-;-;86;-;-;897;17906;117;-;-;-;-;180;-;-;16;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;388;23633
04/2024;qtd_aprovada;"420207 BALNEARIO GAIVOTA";9242;99;181;6878;-;19;-;-;-;-;-;-;73;-;-;761;20826;431;-;-;-;-;411;-;-;1;-;-;-;-;-;-;-;-;-;-;-;74;-;-;-;-;-;-;-;-;-;29;-;-;2636;41661
04/2024;qtd_aprovada;"420208 BANDEIRANTE";475;37;-;2584;-;-;-;-;-;-;-;-;-;-;-;-;140;192;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13;-;-;1304;4745
04/2024;qtd_aprovada;"420209 BARRA BONITA";-;153;-;152;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;734;1039
04/2024;qtd_aprovada;"420210 BARRA VELHA";2137;208;-;11788;-;1117;373;-;-;-;-;-;421;-;-;492;18254;609;3;-;-;-;238;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;153;-;-;-;35796
04/2024;qtd_aprovada;"420213 BELA VISTA DO TOLDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"420215 BELMONTE";-;-;-;1749;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28;-;-;879;2675
04/2024;qtd_aprovada;"420220 BENEDITO NOVO";12760;80;132;5395;124;325;148;-;-;-;-;-;52;-;-;731;13300;200;-;-;-;-;324;-;-;9;-;1;-;-;-;3;-;-;-;-;-;28;-;-;-;-;-;-;-;-;-;14;-;-;200;33826
04/2024;qtd_aprovada;"420230 BIGUACU";439;366;802;41774;900;2631;551;191;120;-;161;-;2020;-;-;647;53377;2402;-;-;-;-;-;228;-;259;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;106954
04/2024;qtd_aprovada;"420240 BLUMENAU";2033;2174;4281;212678;3849;9109;4031;2775;792;156;1125;22;15156;15;1092;1436;146983;14432;205;2502;2421;3;872;565;-;1000;-;6;380;-;194;1;7;-;-;-;10;361;87;1010;25;852;-;-;-;1074;-;29;76;-;1444;435263
04/2024;qtd_aprovada;"420243 BOCAINA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
04/2024;qtd_aprovada;"420245 BOMBINHAS";1592;189;3889;16816;-;1805;430;-;-;-;66;-;484;-;5;950;43496;248;-;-;-;-;102;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;400;70498
04/2024;qtd_aprovada;"420250 BOM JARDIM DA SERRA";445;-;3;2467;-;-;-;-;-;-;-;-;-;-;-;127;2027;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5071
04/2024;qtd_aprovada;"420253 BOM JESUS";38;27;13;-;-;-;-;-;-;-;-;-;11;-;-;24;4076;7;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;21;4243
04/2024;qtd_aprovada;"420257 BOM JESUS DO OESTE";-;4;-;1166;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1409;2598
04/2024;qtd_aprovada;"420260 BOM RETIRO";-;38;-;3521;-;182;-;-;-;-;-;-;23;-;-;-;6231;341;-;-;-;-;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10352
04/2024;qtd_aprovada;"420270 BOTUVERA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;179;-;-;-;-;-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;213
