periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0603 Medicamentos de ambito hospitalar e urgencia";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
09/2024;qtd_aprovada;"421870 TUBARAO";49;471;671;61542;224;3675;2248;1775;585;109;472;6;1679;43;-;-;21075;-;5;921;2797;43;362;-;-;-;111;-;8;3;4;27;-;5;-;-;2;-;86;-;15;21;-;-;-;-;-;-;-;56;8;-;-;99098
09/2024;qtd_aprovada;"421875 TUNAPOLIS";-;15;511;4006;16;-;28;-;14;-;-;-;17;-;-;15;1193;154;-;-;-;-;1;-;-;-;20;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;91;-;-;1749;7835
09/2024;qtd_aprovada;"421880 TURVO";19561;-;109;6082;-;60;-;-;-;-;-;-;23;-;-;439;19991;778;-;-;-;-;276;-;12;-;72;-;6;-;-;-;-;-;-;-;-;-;54;-;-;-;-;-;-;-;-;-;-;28;-;-;-;47491
09/2024;qtd_aprovada;"421885 UNIAO DO OESTE";-;8;-;1607;-;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;2364;4023
09/2024;qtd_aprovada;"421890 URUBICI";-;203;-;4837;-;239;-;-;-;-;-;-;136;-;-;176;2667;368;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31;-;-;-;8660
09/2024;qtd_aprovada;"421895 URUPEMA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"421900 URUSSANGA";184;66;265;8436;-;921;2;-;-;-;-;-;245;-;-;406;9275;1298;11;-;-;-;536;-;-;-;95;-;2;43;-;-;6;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;46;-;-;-;21847
09/2024;qtd_aprovada;"421910 VARGEAO";-;28;-;2233;-;132;2;-;-;-;-;-;28;-;-;-;540;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;404;3382
09/2024;qtd_aprovada;"421915 VARGEM";-;-;49;-;-;-;-;-;-;-;-;-;11;-;-;22;715;-;-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;808
09/2024;qtd_aprovada;"421917 VARGEM BONITA";2058;-;44;1951;-;-;-;-;-;-;-;-;-;-;-;205;5071;257;-;-;-;-;258;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9909
09/2024;qtd_aprovada;"421920 VIDAL RAMOS";30;18;54;1946;-;101;-;-;-;-;-;-;18;-;-;264;6607;365;-;-;-;-;115;-;24;-;31;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;22;-;-;272;9891
09/2024;qtd_aprovada;"421930 VIDEIRA";6733;145;522;44053;119;2800;2920;932;502;100;360;-;2503;14;-;1646;63624;1384;2;-;860;7;2346;-;73;-;40;-;12;-;-;13;-;8;-;-;-;-;105;-;1;14;-;-;-;-;-;-;-;294;18;-;-;132150
09/2024;qtd_aprovada;"421935 VITOR MEIRELES";369;67;41;3365;-;-;-;-;-;-;-;-;19;-;-;227;5755;2;-;-;-;-;-;-;-;-;18;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9865
09/2024;qtd_aprovada;"421940 WITMARSUM";3254;17;25;2662;-;372;44;-;-;-;-;-;-;-;-;211;5730;52;-;-;-;-;181;-;-;-;5;-;4;-;-;-;-;-;-;-;-;-;37;-;-;-;-;-;-;-;-;-;-;45;-;-;1590;14229
09/2024;qtd_aprovada;"421950 XANXERE";11873;665;222;30570;-;2787;404;1042;-;22;-;-;847;-;-;1106;41515;100;94;-;792;-;1867;-;3;-;167;-;33;-;-;-;6;-;-;-;-;-;186;2;2;11;-;-;-;-;20;-;-;-;12;-;4015;98363
09/2024;qtd_aprovada;"421960 XAVANTINA";390;-;6;961;-;78;-;-;-;-;-;-;8;-;2;6;4291;55;-;-;-;-;333;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;4;-;-;-;6162
09/2024;qtd_aprovada;"421970 XAXIM";2535;5149;139;19824;-;570;29;-;-;-;-;-;143;-;-;144;28743;222;-;-;-;-;-;-;-;-;469;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19;-;-;1762;59750
09/2024;qtd_aprovada;"421985 ZORTEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"422000 BALNEARIO RINCAO";11666;140;660;5651;-;47;-;-;-;-;-;-;75;-;-;1750;23805;336;-;-;-;-;619;-;-;-;22;-;1;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-;42;-;-;732;45644
09/2024;qtd_aprovada;" MUNICIPIO IGNORADO - RS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"430003 ACEGUA";-;129;-;474;-;25;-;-;-;-;-;-;46;-;-;-;1351;-;-;-;-;-;-;-;-;-;58;-;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2089
09/2024;qtd_aprovada;"430005 AGUA SANTA";-;14;-;796;-;-;-;-;-;-;-;-;-;-;-;-;-;225;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1035
09/2024;qtd_aprovada;"430010 AGUDO";-;-;-;2295;14;618;3;268;-;-;590;-;230;-;-;-;4516;-;-;-;-;-;-;-;-;-;236;-;480;-;-;-;-;-;-;-;-;-;-;-;200;-;-;-;-;-;-;-;-;-;-;-;-;9450
09/2024;qtd_aprovada;"430020 AJURICABA";-;-;-;1314;-;-;-;-;-;-;-;-;18;-;-;-;1406;-;-;-;-;-;-;-;-;-;82;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;59;-;-;-;2891
09/2024;qtd_aprovada;"430030 ALECRIM";-;7;-;104;-;122;-;-;-;-;-;-;40;-;-;-;1457;-;-;-;-;-;32;-;-;-;83;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1853
09/2024;qtd_aprovada;"430040 ALEGRETE";219;84;13;12200;-;3184;256;292;182;-;85;-;806;506;-;31;8962;672;90;-;596;985;4;-;-;-;153;-;17;1;-;-;-;-;-;-;-;-;25;-;150;5;-;-;-;-;-;-;147827;20;7;-;-;177372
09/2024;qtd_aprovada;"430045 ALEGRIA";-;17;93;643;-;-;-;-;-;-;-;-;-;-;-;17;1205;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1976
09/2024;qtd_aprovada;"430047 ALMIRANTE TAMANDARE DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"430050 ALPESTRE";-;-;-;529;-;8;-;-;-;-;-;-;-;-;-;-;983;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;1581
09/2024;qtd_aprovada;"430055 ALTO ALEGRE";-;34;-;704;-;-;-;-;-;-;-;-;-;-;-;-;13;167;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;-;-;-;925
09/2024;qtd_aprovada;"430057 ALTO FELIZ";3075;-;19;-;-;-;-;-;-;-;-;-;28;-;-;68;4141;40;-;-;-;-;174;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;792;8358
09/2024;qtd_aprovada;"430060 ALVORADA";25;126;38;28182;-;3513;908;-;-;-;-;-;1603;-;-;491;70185;4972;-;-;1565;-;32;-;1;-;397;-;46;-;-;-;-;-;-;-;-;-;70;-;-;7;-;-;-;-;-;-;-;-;19;-;-;112180
09/2024;qtd_aprovada;"430063 AMARAL FERRADOR";-;22;-;396;-;-;-;-;-;-;-;-;-;-;-;-;748;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1168
09/2024;qtd_aprovada;"430064 AMETISTA DO SUL";6;12;-;2239;-;192;-;12;-;-;-;-;140;-;-;-;2893;41;-;-;-;-;40;-;-;-;53;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38;-;-;54;5720
09/2024;qtd_aprovada;"430066 ANDRE DA ROCHA";288;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;291
09/2024;qtd_aprovada;"430070 ANTA GORDA";-;12;-;841;-;90;-;-;-;-;-;-;27;-;-;-;465;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1435
09/2024;qtd_aprovada;"430080 ANTONIO PRADO";3209;29;70;4176;-;433;149;132;-;-;13;-;131;-;-;502;13996;239;-;-;-;1;111;-;10;-;45;-;6;-;-;-;-;-;-;-;-;-;8;1;12;-;-;-;-;-;-;-;-;-;-;-;-;23273
09/2024;qtd_aprovada;"430085 ARAMBARE";518;-;2;-;-;-;-;-;-;-;-;-;-;-;-;135;1418;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;44;-;-;-;2123
09/2024;qtd_aprovada;"430087 ARARICA";-;-;-;1107;-;-;84;-;-;-;-;-;-;-;-;-;4372;34;-;-;-;-;-;-;-;-;42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5639
09/2024;qtd_aprovada;"430090 ARATIBA";30;-;30;1933;108;378;180;-;-;-;56;-;2323;-;-;33;6950;-;-;-;-;-;-;-;-;-;340;-;42;110;26;-;-;-;-;-;-;10;-;-;133;-;-;-;-;-;-;-;-;-;-;-;-;12682
09/2024;qtd_aprovada;"430100 ARROIO DO MEIO";-;28;6;11490;-;539;42;43;-;-;31;-;164;-;-;-;6328;-;-;-;-;-;-;-;-;-;183;-;-;-;-;-;-;-;-;-;-;-;-;-;79;-;-;-;-;-;-;-;-;-;-;-;-;18933
09/2024;qtd_aprovada;"430105 ARROIO DO SAL";576;18;46;-;-;-;-;-;-;-;-;-;62;-;-;104;13432;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14251
09/2024;qtd_aprovada;"430107 ARROIO DO PADRE";-;2;-;382;-;-;44;-;-;-;-;-;-;-;-;-;53;108;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;589
09/2024;qtd_aprovada;"430110 ARROIO DOS RATOS";-;-;-;1519;-;-;-;-;-;-;-;-;-;-;-;-;900;1060;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3479
09/2024;qtd_aprovada;"430120 ARROIO DO TIGRE";-;8;-;1407;-;851;56;-;-;-;-;-;89;-;-;-;1707;73;5;-;-;-;-;-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4210
09/2024;qtd_aprovada;"430130 ARROIO GRANDE";-;43;-;6462;-;383;-;-;-;-;-;-;-;-;-;-;844;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7732
09/2024;qtd_aprovada;"430140 ARVOREZINHA";-;146;-;1450;-;220;56;-;-;-;-;-;50;-;-;-;1664;10;-;-;-;-;-;-;-;-;62;-;-;-;-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;3673
09/2024;qtd_aprovada;"430150 AUGUSTO PESTANA";4708;-;97;-;-;172;-;-;-;-;-;-;-;-;-;72;6691;-;-;-;-;-;92;-;-;-;130;-;7;4;1;-;-;-;-;-;-;-;6;-;25;-;-;-;-;-;-;-;-;20;-;-;-;12025
09/2024;qtd_aprovada;"430155 AUREA";-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;5;374;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;393
09/2024;qtd_aprovada;"430160 BAGE";500;1153;203;27354;664;2234;1203;510;172;-;118;-;7067;-;32;353;70925;1306;72;742;1251;-;547;-;-;-;577;-;-;668;1;120;-;-;-;-;-;-;44;-;181;22;-;-;-;-;-;-;96084;237;31;-;-;214371
09/2024;qtd_aprovada;"430163 BALNEARIO PINHAL";1191;15;39;1420;-;-;-;-;-;-;-;-;7;-;-;213;9221;-;-;-;-;-;40;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12160
09/2024;qtd_aprovada;"430165 BARAO";-;10;-;850;-;-;-;-;-;-;-;-;23;-;-;-;2426;-;-;-;-;-;-;-;-;-;63;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3372
09/2024;qtd_aprovada;"430170 BARAO DE COTEGIPE";-;19;-;99;-;-;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;215
09/2024;qtd_aprovada;"430175 BARAO DO TRIUNFO";-;8;-;1122;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1130
09/2024;qtd_aprovada;"430180 BARRACAO";-;-;-;1146;-;-;-;-;-;-;-;-;-;-;-;-;615;168;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1949
09/2024;qtd_aprovada;"430185 BARRA DO GUARITA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;20
09/2024;qtd_aprovada;"430187 BARRA DO QUARAI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"430190 BARRA DO RIBEIRO";29;40;1;6550;-;-;-;-;-;-;-;-;50;-;-;202;11884;340;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19102
09/2024;qtd_aprovada;"430192 BARRA DO RIO AZUL";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;36
09/2024;qtd_aprovada;"430195 BARRA FUNDA";-;44;-;3810;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3854
09/2024;qtd_aprovada;"430200 BARROS CASSAL";-;2;-;1860;-;-;-;-;-;-;-;-;-;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1888
09/2024;qtd_aprovada;"430205 BENJAMIN CONSTANT DO SUL";-;19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;145
09/2024;qtd_aprovada;"430210 BENTO GONCALVES";1564;444;238;45103;1691;4555;322;932;67;21;32;-;747;96;-;1331;73035;426;16;811;557;58;174;-;35;-;124;-;11;-;5;25;-;-;-;-;-;-;109;1;46;1;-;-;-;-;-;-;-;-;-;-;-;132577
09/2024;qtd_aprovada;"430215 BOA VISTA DAS MISSOES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;14
09/2024;qtd_aprovada;"430220 BOA VISTA DO BURICA";-;23;-;2267;-;296;46;-;-;-;-;-;20;-;-;1;1624;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;-;-;-;-;52;-;-;-;4389
09/2024;qtd_aprovada;"430222 BOA VISTA DO CADEADO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;129
09/2024;qtd_aprovada;"430223 BOA VISTA DO INCRA";-;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33
09/2024;qtd_aprovada;"430225 BOA VISTA DO SUL";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
09/2024;qtd_aprovada;"430230 BOM JESUS";-;30;-;3300;-;457;197;-;-;-;-;-;75;-;-;6;7370;126;-;-;-;-;-;-;146;-;100;-;1;-;-;2;-;-;-;-;-;-;-;-;20;-;-;-;-;-;-;-;-;-;-;-;-;11830
09/2024;qtd_aprovada;"430235 BOM PRINCIPIO";-;-;1135;5957;-;621;5;-;-;-;-;-;43;-;-;-;12959;-;-;-;-;-;-;-;-;-;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20904
09/2024;qtd_aprovada;"430237 BOM PROGRESSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;10
09/2024;qtd_aprovada;"430240 BOM RETIRO DO SUL";-;49;-;6560;-;93;-;-;-;-;-;-;56;-;-;-;4974;-;-;-;-;-;-;-;-;-;115;-;2;-;-;-;-;-;-;-;-;-;-;1;26;-;-;-;-;-;-;-;-;8;-;-;-;11884
09/2024;qtd_aprovada;"430245 BOQUEIRAO DO LEAO";-;8;-;1084;-;56;-;-;-;-;-;-;19;-;-;-;1348;-;-;-;-;-;25;-;-;-;26;-;-;-;-;-;-;-;-;-;-;-;8;-;9;-;-;-;-;-;-;-;-;-;-;-;-;2583
09/2024;qtd_aprovada;"430250 BOSSOROCA";-;6;-;825;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;831
09/2024;qtd_aprovada;"430258 BOZANO";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
09/2024;qtd_aprovada;"430260 BRAGA";-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
09/2024;qtd_aprovada;"430265 BROCHIER";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
09/2024;qtd_aprovada;"430270 BUTIA";-;-;-;2181;-;521;-;-;-;-;-;-;50;-;-;-;2874;2770;-;-;-;-;-;-;-;-;194;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8591
09/2024;qtd_aprovada;"430280 CACAPAVA DO SUL";4;29;1;5293;251;520;119;40;-;-;-;-;2701;-;-;66;14902;127;5;-;-;-;-;-;35;-;390;-;4;72;-;-;-;-;-;-;-;-;-;-;59;-;-;-;-;-;-;-;-;-;-;-;-;24618
09/2024;qtd_aprovada;"430290 CACEQUI";4934;-;-;1456;-;293;580;-;-;-;-;-;1832;-;-;59;3978;238;-;-;-;-;-;-;-;-;106;-;-;184;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13660
09/2024;qtd_aprovada;"430300 CACHOEIRA DO SUL";10434;98;959;18462;1210;1880;794;814;32;25;26;-;2699;890;-;1532;62242;669;129;584;1285;588;405;-;75;-;249;-;3;69;2;5;4;2;5;-;-;-;93;-;7;7;-;-;-;-;-;-;137264;-;13;-;4713;248268
09/2024;qtd_aprovada;"430310 CACHOEIRINHA";2254;284;351;19552;22;2022;643;-;-;-;-;-;748;-;-;954;43264;2138;-;-;1522;-;297;-;-;-;267;-;7;-;-;-;-;-;-;-;-;-;65;-;-;6;-;-;-;-;-;-;-;114;10;-;-;74520
09/2024;qtd_aprovada;"430320 CACIQUE DOBLE";-;11;-;667;-;-;-;-;-;-;-;-;11;-;-;-;425;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;1159
09/2024;qtd_aprovada;"430330 CAIBATE";-;141;-;415;-;-;18;-;-;-;-;-;-;-;-;-;186;48;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;814
09/2024;qtd_aprovada;"430340 CAICARA";-;21;-;1986;-;-;-;-;-;-;-;-;20;-;-;-;768;-;-;-;-;-;-;-;-;-;51;-;5;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;10;-;-;-;2871
09/2024;qtd_aprovada;"430350 CAMAQUA";256;74;1901;27273;119;2069;205;694;-;-;7;-;5399;64;-;387;34779;816;106;-;869;153;-;-;500;-;920;-;17;142;-;2;6;17;-;-;-;-;10;-;186;2;-;-;-;-;-;-;-;-;3;-;-;76976
09/2024;qtd_aprovada;"430355 CAMARGO";-;15;-;3334;-;-;-;-;-;-;-;-;-;-;-;-;28;270;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3647
09/2024;qtd_aprovada;"430360 CAMBARA DO SUL";-;-;-;533;-;110;58;-;-;-;-;-;35;-;-;-;1821;-;-;-;-;-;-;-;-;-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2603
09/2024;qtd_aprovada;"430367 CAMPESTRE DA SERRA";-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;149;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;153
09/2024;qtd_aprovada;"430370 CAMPINA DAS MISSOES";105;27;-;973;-;181;-;-;-;-;-;-;55;-;-;25;3036;27;-;-;-;9;-;-;-;-;129;-;2;-;-;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;6;-;-;-;4599
09/2024;qtd_aprovada;"430380 CAMPINAS DO SUL";-;45;1;2016;-;263;-;-;-;-;-;-;45;-;-;-;771;116;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3297
09/2024;qtd_aprovada;"430390 CAMPO BOM";29188;211;541;40880;1;1476;42;12;8;-;2;-;273;-;-;2762;70459;2426;123;-;1654;-;2247;-;72;-;178;-;14;-;-;-;-;1;-;-;-;-;167;3;-;16;-;-;-;-;-;-;-;-;22;-;-;152778
