periodo;conteudo;"Município";"0101 Acoes coletivas/individuais em saude";"0102 Vigilancia em saude";"0201 Coleta de material";"0202 Diagnostico em laboratorio clinico";"0203 Diagnostico por anatomia patologica e citopatologia";"0204 Diagnostico por radiologia";"0205 Diagnostico por ultrasonografia";"0206 Diagnostico por tomografia";"0207 Diagnostico por ressonancia magnetica";"0208 Diagnostico por medicina nuclear in vivo";"0209 Diagnostico por endoscopia";"0210 Diagnostico por radiologia intervencionista";"0211 Metodos diagnosticos em especialidades";"0212 Diagnostico e procedimentos especiais em hemoterapia";"0213 Diagnostico em vigilancia epidemiologica e ambiental";"0214 Diagnostico por teste rapido";"0301 Consultas / Atendimentos / Acompanhamentos";"0302 Fisioterapia";"0303 Tratamentos clinicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0306 Hemoterapia";"0307 Tratamentos odontologicos";"0308 Tratamento de lesoes, envenenamentos e outros, decorrentes de causas externas";"0309 Terapias especializadas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutaneo e mucosa";"0403 Cirurgia do sistema nervoso central e periferico";"0404 Cirurgia das vias aereas superiores, da face, da cabeca e do pescoco";"0405 Cirurgia do aparelho da visao";"0406 Cirurgia do aparelho circulatorio";"0407 Cirurgia do aparelho digestivo, orgaos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinario";"0410 Cirurgia de mama";"0411 Cirurgia obstetrica";"0412 Cirurgia toracica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0417 Anestesiologia";"0418 Cirurgia em nefrologia";"0501 Coleta e exames para fins de doacao de orgaos, tecidos e celulas e de transplante";"0503 Acoes relacionadas a doacao de orgaos e tecidos para transplante";"0504 Processamento de tecidos para transplante";"0505 Transplante de orgaos, tecidos e celulas";"0506 Acompanhamento e intercorrencias no pre e pos-transplante";"0604 Componente Especializado da Assitencia Farmaceutica";"0701 Orteses, proteses e materiais especiais nao relacionados ao ato cirurgico";"0702 Orteses, proteses e materiais especiais relacionados ao ato cirurgico";"0801 Acoes relacionadas ao estabelecimento";"0803 Autorizacao / Regulacao";"Total"
07/2024;qtd_aprovada;"412770 TOLEDO";368;462;1;87069;80;6173;2922;661;331;-;284;-;3267;-;-;706;49575;2664;10;-;2006;-;-;-;98;-;93;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;581405;165;8;-;-;738366
07/2024;qtd_aprovada;"412780 TOMAZINA";-;-;-;492;-;121;-;-;-;-;-;-;-;-;-;-;2476;-;21;-;-;-;-;-;-;-;-;-;40;-;-;-;-;5;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;3158
07/2024;qtd_aprovada;"412785 TRES BARRAS DO PARANA";-;10;-;1650;-;-;-;-;-;-;-;-;-;-;-;-;1292;328;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;-;3360
07/2024;qtd_aprovada;"412788 TUNAS DO PARANA";-;-;-;2465;-;66;28;-;-;-;-;-;-;-;-;-;2620;260;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5439
07/2024;qtd_aprovada;"412790 TUNEIRAS DO OESTE";-;23;-;-;-;-;-;-;-;-;-;-;-;-;22;16;356;-;-;-;-;-;-;-;-;-;22;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;442
07/2024;qtd_aprovada;"412795 TUPASSI";-;44;-;-;-;-;-;-;-;-;-;-;-;-;-;-;237;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35;-;-;-;-;-;-;-;-;-;-;-;-;-;-;337
07/2024;qtd_aprovada;"412796 TURVO";6504;91;125;746;-;124;-;-;-;-;-;-;71;-;-;298;9630;52;-;-;-;-;1268;-;54;-;20;-;56;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19129
07/2024;qtd_aprovada;"412800 UBIRATA";5770;-;164;2230;-;460;-;-;-;-;-;-;251;-;-;809;26509;-;2;-;-;-;1678;-;-;-;108;-;11;-;-;-;-;-;-;-;-;-;168;-;-;-;-;-;-;-;-;-;-;65;-;-;-;38225
07/2024;qtd_aprovada;"412810 UMUARAMA";4562;-;455;100876;2664;8347;3828;2366;607;36;380;-;4666;-;-;13;68259;7976;1471;1343;2183;10;642;-;200;-;603;-;10;263;-;23;43;10;-;-;2;-;134;-;-;346;24;-;-;-;-;7;353976;302;72;-;8399;575098
07/2024;qtd_aprovada;"412820 UNIAO DA VITORIA";-;279;3;6166;24;850;551;191;219;-;74;-;172;-;-;626;14269;1941;-;-;944;-;-;-;328;-;1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;7;-;-;-;-;-;226685;1341;4;-;-;254680
07/2024;qtd_aprovada;"412830 UNIFLOR";-;46;-;364;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;422
07/2024;qtd_aprovada;"412840 URAI";-;51;-;-;-;-;-;-;-;-;-;-;-;-;-;-;971;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1022
07/2024;qtd_aprovada;"412850 WENCESLAU BRAZ";5029;157;65;929;-;605;-;-;-;-;-;-;-;-;-;395;12413;-;-;-;-;-;295;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;77;-;-;-;-;-;-;-;-;-;-;-;-;-;-;19982
07/2024;qtd_aprovada;"412853 VENTANIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;925;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;925
07/2024;qtd_aprovada;"412855 VERA CRUZ DO OESTE";-;210;58;-;-;-;-;-;-;-;-;-;-;-;-;-;684;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;952
07/2024;qtd_aprovada;"412860 VERE";2951;-;38;-;-;4;-;-;-;-;-;-;-;-;-;141;6041;-;-;-;-;-;388;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;83;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9648
07/2024;qtd_aprovada;"412862 ALTO PARAISO";82;16;16;-;-;-;-;-;-;-;-;-;-;-;-;243;3026;58;-;-;-;-;112;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3568
07/2024;qtd_aprovada;"412863 DOUTOR ULYSSES";239;-;-;4057;-;8;-;-;-;-;-;-;47;-;-;-;38;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4389
07/2024;qtd_aprovada;"412865 VIRMOND";-;10;-;957;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;967
07/2024;qtd_aprovada;"412870 VITORINO";-;-;-;612;-;-;-;-;-;-;-;-;-;-;-;-;402;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1014
07/2024;qtd_aprovada;"412880 XAMBRE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;193;1911;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2104
07/2024;qtd_aprovada;" MUNICIPIO IGNORADO - SC";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"420005 ABDON BATISTA";-;14;-;995;-;66;65;-;-;-;-;-;35;-;-;16;171;180;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1132;2674
07/2024;qtd_aprovada;"420010 ABELARDO LUZ";6528;284;73;12916;-;516;22;-;-;-;-;-;46;-;-;513;22405;-;5;-;-;-;468;-;-;-;55;-;8;-;-;-;-;-;-;-;-;-;105;-;-;-;-;-;-;-;-;-;-;24;-;-;9090;53058
07/2024;qtd_aprovada;"420020 AGROLANDIA";6;-;62;5343;-;5;-;-;-;-;-;-;46;-;-;42;3278;-;-;-;-;-;22;-;7;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8814
07/2024;qtd_aprovada;"420030 AGRONOMICA";1830;7;85;4141;-;-;-;-;-;-;-;-;44;-;-;170;4619;390;-;-;-;-;171;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11467
07/2024;qtd_aprovada;"420040 AGUA DOCE";432;54;32;4185;7;87;-;-;-;-;-;-;127;-;-;-;1473;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;-;-;496;6905
07/2024;qtd_aprovada;"420050 AGUAS DE CHAPECO";2;-;-;2704;-;24;10;-;-;-;-;-;-;-;-;6;2561;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1000;6307
07/2024;qtd_aprovada;"420055 AGUAS FRIAS";-;49;-;2357;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;-;-;752;3178
07/2024;qtd_aprovada;"420060 AGUAS MORNAS";-;30;-;6542;-;169;229;6;27;-;2;-;-;-;-;-;3484;405;-;-;-;-;-;-;-;-;29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;307;11230
07/2024;qtd_aprovada;"420070 ALFREDO WAGNER";-;-;-;3720;-;-;-;-;-;-;-;-;15;-;-;-;672;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4407
07/2024;qtd_aprovada;"420075 ALTO BELA VISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"420080 ANCHIETA";114;69;152;2985;-;-;-;-;-;-;-;-;-;-;-;82;5336;206;-;-;-;-;-;-;-;-;56;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;34;-;-;669;9703
07/2024;qtd_aprovada;"420090 ANGELINA";739;-;20;1822;-;307;49;-;-;-;-;-;14;-;-;64;4354;-;5;-;-;-;202;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7594
07/2024;qtd_aprovada;"420100 ANITA GARIBALDI";-;87;-;3436;-;374;7;-;-;-;-;-;71;-;-;-;3331;-;26;-;-;-;-;-;370;-;52;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7754
07/2024;qtd_aprovada;"420110 ANITAPOLIS";-;-;-;695;-;41;-;-;-;-;-;-;34;-;-;21;1484;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4566;6853
07/2024;qtd_aprovada;"420120 ANTONIO CARLOS";-;-;-;6102;-;35;410;18;32;-;74;-;14;-;-;45;2585;1090;-;-;-;-;-;-;-;-;8;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1330;11745
07/2024;qtd_aprovada;"420125 APIUNA";2210;4;44;8211;29;19;-;-;-;-;-;-;-;-;-;289;8916;473;1;-;-;-;727;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;45;-;-;-;-;-;-;-;-;-;-;-;-;-;1795;22765
07/2024;qtd_aprovada;"420127 ARABUTA";4063;80;1;1542;-;-;-;-;-;-;-;-;10;-;-;51;3858;-;-;-;-;-;223;-;46;-;12;-;2;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;18;-;-;1761;11676
07/2024;qtd_aprovada;"420130 ARAQUARI";587;348;265;16193;-;-;44;-;-;-;-;-;-;-;-;184;16849;896;-;-;-;-;-;-;-;-;8;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;35381
07/2024;qtd_aprovada;"420140 ARARANGUA";16;211;64;11977;-;7713;1105;616;34;-;123;-;5112;-;-;71;24070;583;-;-;711;-;117;-;-;-;406;-;40;110;-;-;-;-;-;-;-;-;170;-;-;-;5;-;-;-;-;-;-;-;6;-;4028;57288
07/2024;qtd_aprovada;"420150 ARMAZEM";675;-;30;4557;-;175;103;-;-;-;-;-;150;-;-;59;11136;1898;-;-;-;-;192;-;64;-;30;-;-;-;-;-;-;-;-;-;-;-;19;-;-;22;-;-;-;-;-;-;-;-;-;-;1301;20411
07/2024;qtd_aprovada;"420160 ARROIO TRINTA";115;-;8;3172;-;-;-;-;-;-;-;-;12;-;-;34;1056;-;-;-;-;-;7;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1237;5643
07/2024;qtd_aprovada;"420165 ARVOREDO";56;-;16;-;-;-;-;-;-;-;-;-;7;-;-;20;1901;-;-;-;-;-;90;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2112
07/2024;qtd_aprovada;"420170 ASCURRA";2251;-;31;5746;-;18;-;-;-;-;-;-;-;-;-;226;6680;445;-;-;-;-;505;-;-;-;16;-;8;-;-;-;-;-;-;-;-;-;27;1;-;-;-;-;-;-;-;-;-;-;-;-;-;15954
07/2024;qtd_aprovada;"420180 ATALANTA";-;68;-;-;-;-;-;-;-;-;-;-;17;-;-;45;186;88;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;404
07/2024;qtd_aprovada;"420190 AURORA";-;-;-;3362;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3362
07/2024;qtd_aprovada;"420195 BALNEARIO ARROIO DO SILVA";8179;-;325;8242;-;136;-;-;-;-;-;-;-;-;-;971;15936;539;-;-;-;-;1169;-;-;-;16;-;-;-;-;-;-;-;-;-;-;-;112;-;-;-;-;-;-;-;-;-;-;22;-;-;-;35647
07/2024;qtd_aprovada;"420200 BALNEARIO CAMBORIU";7;-;33;76583;341;6131;1987;948;353;73;208;-;4073;-;-;14;87818;2459;86;-;3059;-;104;-;93;-;23;-;22;-;-;29;-;9;1;-;-;-;53;-;-;13;18;-;-;-;-;-;-;73;66;-;899;185576
07/2024;qtd_aprovada;"420205 BALNEARIO BARRA DO SUL";100;-;70;1;-;-;70;-;-;-;-;-;36;-;-;661;12069;183;-;-;-;-;149;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;-;-;-;-;-;-;-;-;566;13921
07/2024;qtd_aprovada;"420207 BALNEARIO GAIVOTA";11760;67;164;5685;-;17;-;-;-;-;-;-;140;-;-;930;21623;398;-;-;-;-;444;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;69;-;-;-;-;-;-;-;-;-;-;24;-;-;2695;44018
07/2024;qtd_aprovada;"420208 BANDEIRANTE";793;36;-;2442;-;-;-;-;-;-;-;-;-;-;-;-;136;142;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12;-;-;1283;4844
07/2024;qtd_aprovada;"420209 BARRA BONITA";-;118;-;971;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;511;1600
07/2024;qtd_aprovada;"420210 BARRA VELHA";1984;289;780;11378;-;1302;-;-;-;-;-;-;312;-;-;405;15432;544;3;-;-;-;200;-;-;2;1;-;1;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;102;-;-;-;32740
07/2024;qtd_aprovada;"420213 BELA VISTA DO TOLDO";-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32
07/2024;qtd_aprovada;"420215 BELMONTE";-;-;-;1886;-;-;-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16;-;-;785;2697
07/2024;qtd_aprovada;"420220 BENEDITO NOVO";10052;78;171;4758;11;302;103;-;-;-;-;-;17;-;-;459;10848;303;1;-;-;-;190;-;-;-;14;-;2;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;20;-;-;200;27546
07/2024;qtd_aprovada;"420230 BIGUACU";766;328;488;37819;920;2833;1145;260;168;-;74;-;1779;-;-;750;48775;1788;-;-;-;-;-;-;239;-;211;-;-;112;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25;-;-;-;98480
07/2024;qtd_aprovada;"420240 BLUMENAU";1565;2042;4053;205948;7584;10347;3714;3106;625;245;1460;17;8505;8;1083;1377;152549;14982;168;2752;2724;3;1051;-;569;-;1197;-;28;391;22;259;-;21;-;-;-;4;307;68;-;1291;30;848;-;-;-;1007;-;171;78;-;1700;433899
07/2024;qtd_aprovada;"420243 BOCAINA DO SUL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
07/2024;qtd_aprovada;"420245 BOMBINHAS";1219;202;1245;14456;-;1854;455;-;-;-;58;-;400;-;-;630;24777;299;-;-;-;-;86;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;-;-;356;46064
07/2024;qtd_aprovada;"420250 BOM JARDIM DA SERRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1015;1015
07/2024;qtd_aprovada;"420253 BOM JESUS";19;25;27;-;-;-;-;-;-;-;-;-;5;-;-;15;3250;9;-;-;-;-;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;-;-;-;-;-;-;-;-;61;3478
07/2024;qtd_aprovada;"420257 BOM JESUS DO OESTE";-;-;-;1102;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;1293;2409
07/2024;qtd_aprovada;"420260 BOM RETIRO";-;34;-;3656;-;281;-;-;-;-;-;-;23;-;-;-;3821;325;-;-;-;-;-;-;-;-;21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8161
07/2024;qtd_aprovada;"420270 BOTUVERA";-;46;-;-;-;-;-;-;-;-;-;-;-;-;-;65;134;-;-;-;-;-;-;-;-;-;3;-;3;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;253
07/2024;qtd_aprovada;"420280 BRACO DO NORTE";30385;62;318;17818;611;2276;309;142;-;-;27;-;724;-;-;1050;52876;3652;100;-;-;-;1493;-;126;-;184;-;26;111;-;-;3;-;-;-;-;-;397;8;-;-;-;-;-;-;-;-;-;48;-;-;807;113553
07/2024;qtd_aprovada;"420285 BRACO DO TROMBUDO";2544;12;4;2555;-;-;-;-;-;-;-;-;25;-;-;82;3266;-;-;-;-;-;546;-;-;-;8;-;-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9048
07/2024;qtd_aprovada;"420287 BRUNOPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;226;446
07/2024;qtd_aprovada;"420290 BRUSQUE";32528;252;2088;56188;2082;7505;3838;1842;429;-;366;-;9271;10;-;10428;175312;1337;175;-;1633;-;7127;-;737;-;529;-;48;51;-;237;23;9;1;-;-;-;562;-;-;-;23;-;-;-;-;-;-;94;20;-;780;315525
07/2024;qtd_aprovada;"420300 CACADOR";8327;-;718;5343;-;2342;478;258;25;-;-;-;588;12;-;3687;63464;3470;40;-;-;11;2500;-;13;-;50;-;-;-;-;-;-;-;-;-;-;-;349;-;-;-;-;-;-;-;-;-;-;-;-;-;8270;99945
07/2024;qtd_aprovada;"420310 CAIBI";-;65;-;4099;-;34;-;-;-;-;-;-;7;-;-;1;2951;-;-;-;-;-;-;-;-;-;6;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37;-;-;2273;9477
07/2024;qtd_aprovada;"420315 CALMON";-;-;-;1607;-;-;-;-;-;-;-;-;-;-;-;-;16;153;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2266;4042
07/2024;qtd_aprovada;"420320 CAMBORIU";362;-;132;26450;-;-;-;-;-;-;-;-;-;-;-;225;6303;488;-;-;-;-;172;-;23;-;5;-;-;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;18;-;-;-;34212
07/2024;qtd_aprovada;"420325 CAPAO ALTO";-;25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
07/2024;qtd_aprovada;"420330 CAMPO ALEGRE";469;-;226;6823;-;451;107;-;-;-;9;-;116;-;-;713;14787;131;-;-;-;-;942;-;24;-;67;-;-;190;-;-;-;-;-;-;-;-;99;-;-;19;-;-;-;-;-;-;-;-;-;-;-;25173
07/2024;qtd_aprovada;"420340 CAMPO BELO DO SUL";-;21;58;5059;-;162;16;-;-;-;-;-;22;-;-;11;1872;-;-;-;-;-;-;-;-;-;29;-;-;26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7277
07/2024;qtd_aprovada;"420350 CAMPO ERE";2216;128;-;6208;-;163;175;-;-;-;-;-;121;-;-;-;3785;33;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;45;-;-;4044;16918
07/2024;qtd_aprovada;"420360 CAMPOS NOVOS";127;98;-;19302;-;1352;108;104;-;-;-;-;242;-;-;106;10714;3176;15;-;-;-;153;-;-;-;38;-;-;43;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3203;38783
07/2024;qtd_aprovada;"420370 CANELINHA";671;78;1;4027;-;300;263;17;21;-;153;-;48;-;-;228;11673;664;1;-;-;-;32;-;-;-;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;22;-;-;-;18210
07/2024;qtd_aprovada;"420380 CANOINHAS";2328;68;197;27666;-;901;1510;205;310;1;229;-;686;-;-;862;40306;124;4;-;-;1;464;-;94;-;75;-;1;20;-;34;-;3;-;-;-;-;189;-;-;5;-;-;-;-;-;-;-;21;-;-;2200;78504
07/2024;qtd_aprovada;"420390 CAPINZAL";-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-;1031;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1101
07/2024;qtd_aprovada;"420395 CAPIVARI DE BAIXO";17568;93;165;8432;-;958;-;-;-;-;-;-;514;-;-;1133;38842;-;-;-;-;-;860;-;12;-;49;-;-;-;-;-;-;-;-;-;-;-;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;68666
07/2024;qtd_aprovada;"420400 CATANDUVAS";-;217;-;402;-;-;-;-;-;-;-;-;30;-;-;71;2038;-;-;-;-;-;-;-;-;-;34;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21;-;-;130;2943
07/2024;qtd_aprovada;"420410 CAXAMBU DO SUL";899;63;-;23;-;107;-;-;-;-;-;-;26;-;-;3;2144;379;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;2383;6046
07/2024;qtd_aprovada;"420415 CELSO RAMOS";-;-;-;-;-;-;-;-;-;-;-;-;39;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48
07/2024;qtd_aprovada;"420417 CERRO NEGRO";-;12;-;724;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;736
07/2024;qtd_aprovada;"420419 CHAPADAO DO LAGEADO";2886;12;14;1751;-;-;-;-;-;-;-;-;-;-;-;51;4165;-;-;-;-;-;298;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;43;-;-;-;-;-;-;-;-;-;-;29;-;-;-;9266
07/2024;qtd_aprovada;"420420 CHAPECO";27698;3027;928;179724;2535;10721;8090;2221;1880;246;809;-;13080;-;4;2799;210430;17616;551;2192;2321;-;1991;-;109;-;937;-;18;90;1;159;66;3;-;-;2;-;414;22;-;107;18;155;-;15;-;125;-;601;42;-;10147;501894
07/2024;qtd_aprovada;"420425 COCAL DO SUL";983;51;55;13272;475;503;-;-;-;-;-;-;212;-;-;135;19462;2461;222;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;-;-;501;38362
07/2024;qtd_aprovada;"420430 CONCORDIA";101;547;128;43729;322;3904;538;425;117;12;86;5;912;582;-;140;18376;2677;186;-;679;408;501;-;-;-;191;-;3;73;-;-;13;5;-;-;-;-;190;2;-;1;4;-;-;-;-;-;-;20;6;-;-;74883
07/2024;qtd_aprovada;"420435 CORDILHEIRA ALTA";-;-;-;473;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14;-;-;-;487
